# Wordlist

# DATA
ID	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	DOCULECT	IPA	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	METAGLOSS
17	! @nh36	0 0 0 0 0 0 0 0 3 0 0 0 0 2 0 4	6	the back	1267	Xiandao	a³¹tu⁵¹m̥ɔŋ³⁵	a ³¹ + t u ⁵¹ + m̥ ɔ ŋ ³⁵	?	?	back (of body) 1	a³¹ tu⁵¹ m̥ɔŋ³⁵  | 115	Achang (Xiandao) DQ-Xiandao	3 2 4	VTCVTCVcT	a ³¹ ◦ t u ⁵¹ ◦ m̥ ɔ ŋ ³⁵	back
18	! @nh36	5 6	7	the back	1267	Achang_Longchuan	xa³¹luŋ³⁵	x a ³¹ + l u ŋ ³⁵	?	?	back (of body) 2	xa³¹ luŋ³⁵  | 726.16	Achang (Longchuan) JZ-Achang	5 6	CVTCVcT	x a ³¹ ◦ l u ŋ ³⁵	back
19	! @nh36	0 0 0 0 0 7 0 8 0 0 0 0 0 0 0 0	6	the back	1267	Atsi	nuŋ⁵¹khuŋ⁵¹	n u ŋ ⁵¹ + kʰ u ŋ ⁵¹	?	?	back (of body) 3	nuŋ⁵¹ khuŋ⁵¹  | 0259.20	Atsi [Zaiwa] JZ-Zaiwa	7 8	CVcTCVcT	n u ŋ ⁵¹ ◦ kh u ŋ ⁵¹	back
20	! @nh36	0 0 0 0 0 7 0 8 0 0 0 0 0 0 0 0	6	the back	1267	Atsi	nuŋ⁵¹kuŋ⁵¹	n u ŋ ⁵¹ + k u ŋ ⁵¹	?	?	back (of body) 3	nuŋ⁵¹ kuŋ⁵¹  | 258.42	Atsi [Zaiwa] ZMYYC	7 8	CVcTCVcT	n u ŋ ⁵¹ ◦ k u ŋ ⁵¹	back
21	! @nh36	0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0	6	the back	1267	Bola	kauŋ⁵⁵tɔ̱̃³⁵	k a u ŋ ⁵⁵ + t ɔ̱̃ ³⁵	?	?	back (of body) 3	kauŋ⁵⁵ tɔ̱̃³⁵  | 0091.32	Bola (Luxi) TBL	8 2	CVcTCVVT	k au ŋ ⁵⁵ ◦ t ɔ̱̃ ∼ ³⁵	back
22	1 @lingulist, 0 @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0	6	the back	1267	Burmese_ZMYYC	kyɔ³	k j ɔ ³	?	?	back (of body) 3	kjɔ³  | 258.39	Burmese (Written) ZMYYC	9	CCVT	k y ɔ ³	back
23	! @nh36	0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0	6	the back	1267	Maru	kauŋ³¹tɔ̃⁵⁵	k a u ŋ ³¹ + t ɔ̃ ⁵⁵	?	?	back (of body) 3	kauŋ³¹ tɔ̃⁵⁵  | 0091.31	Langsu (Luxi) TBL	8 2	CVcTCVVT	k au ŋ ³¹ ◦ t ɔ̃ ∼ ⁵⁵	back
24	! @nh36	0 0 0 0 0 7 0 8 0 0 0 0 0 0 0 0	6	the back	1267	Lashi	nuŋ⁵⁵khuŋ³³	n u ŋ ⁵⁵ + kʰ u ŋ ³³	?	?	back (of body) 3	nuŋ⁵⁵ khuŋ³³  | 5.5	Lashi DQ-Lashi	7 8	CVcTCVcT	n u ŋ ⁵⁵ ◦ kh u ŋ ³³	back
25	! @nh36	0 0 0 0 0 0 0 8 0 0 0 0 0 2 0 0	6	the back	1267	Maru	kauŋ³¹tɔ̃³⁵	k a u ŋ ³¹ + t ɔ̃ ³⁵	?	?	back (of body) 3	kauŋ³¹ tɔ̃³⁵  | 5.5	Maru [Langsu] DQ-Langsu	8 2	CVcTCVVT	k au ŋ ³¹ ◦ t ɔ̃ ∼ ³⁵	back
#
1567	! @nh36	0 1 0 0 0 0 0 2 3 0 0	267	the back of hand	418	Lashi	lɔʔ³¹nuŋ⁵⁵khuŋ³³	l ɔ ʔ ³¹ + n u ŋ ⁵⁵ + kʰ u ŋ ³³	?	?	back of hand	lɔʔ³¹ nuŋ⁵⁵ khuŋ³³  | 6.1.7.2	Lashi DQ-Lashi	1 2 3	CVcTCVcTCVcT	l ɔ ʔ ³¹ ◦ n u ŋ ⁵⁵ ◦ kh u ŋ ³³	the hand
1568	! @nh36	0 1 0 0 0 0 0 0 3 0 4	267	the back of hand	418	Maru	lɔʔ³¹kauŋ³¹tɔ̃⁵⁵	l ɔ ʔ ³¹ + k a u ŋ ³¹ + t ɔ̃ ⁵⁵	?	?	back of hand	lɔʔ³¹ kauŋ³¹ tɔ̃⁵⁵  | 6.1.7.2	Maru [Langsu] DQ-Langsu	1 3 4	CVcTCVcTCVVT	l ɔ ʔ ³¹ ◦ k au ŋ ³¹ ◦ t ɔ̃ ∼ ⁵⁵	the hand
#
26	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0	6	the back side	1267	Atsi	thaŋ⁵¹	tʰ a ŋ ⁵¹	?	?	back (side) 1	thaŋ⁵¹  | 52.42	Atsi [Zaiwa] JZ-Zaiwa	2	CVcT	th a ŋ ⁵¹	back
27	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0	6	the back side	1267	Bola	thɔ̃⁵⁵	tʰ ɔ̃ ⁵⁵	?	?	back (side) 1	thɔ̃⁵⁵  | 0713.32	Bola (Luxi) TBL	2	CVVT	th ɔ̃ ∼ ⁵⁵	back
28	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 0	6	the back side	1267	Bola	tʰɔ̃⁵⁵kʰja⁵⁵	tʰ ɔ̃ ⁵⁵ + kʰ j a ⁵⁵	?	?	back (side) 1	tʰɔ̃⁵⁵ kʰja⁵⁵  | 1026	Bola DQ-Bola	2 9	CVVTCCVT	tʰ ɔ̃ ∼ ⁵⁵ ◦ kʰ j a ⁵⁵	back
29	! @nh36	0 0 0 0 0 0 0 0 0 0 0 10 0 2 0 0	6	the back side	1267	Hpun	lɛthaŋ	l ɛ + tʰ a ŋ	?	?	back (side) 1	lɛ thaŋ  | 585.14	Hpun (Northern) EJAH-Hpun	10 2	CVCVc	l ɛ ◦ th a ŋ	back
30	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0	6	the back side	1267	Maru	thɔ̃³¹	tʰ ɔ̃ ³¹	?	?	back (side) 1	thɔ̃³¹  | 0713.31	Langsu (Luxi) TBL	2	CVVT	th ɔ̃ ∼ ³¹	back
31	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0	6	the back side	1267	Lashi	thaŋ³³	tʰ a ŋ ³³	?	?	back (side) 1	thaŋ³³  | 0713.33	Leqi (Luxi) TBL	2	CVcT	th a ŋ ³³	back
32	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 0	6	the back side	1267	Maru	thɔ̃³¹khjɔ³¹	tʰ ɔ̃ ³¹ + kʰ j ɔ ³¹	?	?	back (side) 1	thɔ̃³¹ khjɔ³¹  | 52.43	Maru [Langsu] ZMYYC	2 9	CVVTCCVT	th ɔ̃ ∼ ³¹ ◦ kh j ɔ ³¹	back
33	! @nh36	0 0 0 0 0 0 0 0 0 0 0 0 7 2 0 0	6	the back side	1267	Achang_Lianghe	nuŋ⁵⁵tɛ⁵⁵	n u ŋ ⁵⁵ + t ɛ ⁵⁵	?	?	back (side) 2	nuŋ⁵⁵ tɛ⁵⁵  | 0933.30	Achang (Lianghe) JZ-Achang	7 2	CVcTCVT	n u ŋ ⁵⁵ ◦ t ɛ ⁵⁵	back
34	! @nh36	0 0 0 0 0 7 11 0 0 0 0 0 0 0 0 0	6	the back side	1267	Achang_Longchuan	n̥oŋ⁵⁵pa³¹	n̥ o ŋ ⁵⁵ + p a ³¹	?	?	back (side) 2	n̥oŋ⁵⁵ pa³¹  | index	Achang (Longchuan) JZ-Achang	7 11	CVcTCVT	n̥ o ŋ ⁵⁵ ◦ p a ³¹	back
35	! @nh36	0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0	6	the back side	1267	Achang_Longchuan	n̥oŋ⁵⁵	n̥ o ŋ ⁵⁵	?	?	back (side) 2	n̥oŋ⁵⁵  | 52.41	Achang (Longchuan) ZMYYC	7	CVcT	n̥ o ŋ ⁵⁵	back
36	! @nh36	0 0 0 0 0 7 11 0 0 0 0 0 0 0 0 0	6	the back side	1267	Achang_Luxi	nɔŋ³¹pjɛ³¹	n ɔ ŋ ³¹ + p j ɛ ³¹	?	?	back (side) 2	nɔŋ³¹ pjɛ³¹  | 1376.26	Achang (Luxi) JZ-Achang	7 11	CVcTCCVT	n ɔ ŋ ³¹ ◦ p j ɛ ³¹	back
37	! @nh36	0 12 0 0 0 7 0 0 0 0 0 0 0 0 0 0	6	the back side	1267	Xiandao	cʰi³¹n̥oŋ⁵⁵	cʰ i ³¹ + n̥ o ŋ ⁵⁵	?	?	back (side) 2	cʰi³¹ n̥oŋ⁵⁵  | 1026	Achang (Xiandao) DQ-Xiandao	12 7	CVTCVcT	cʰ i ³¹ ◦ n̥ o ŋ ⁵⁵	back
38	! @nh36	0 12 0 0 0 7 0 0 0 0 0 0 0 0 0 0	6	the back side	1267	Xiandao	chi³¹n̥oŋ⁵⁵	c h i ³¹ + n̥ o ŋ ⁵⁵	?	?	back (side) 2	chi³¹ n̥oŋ⁵⁵  | 0713.29	Achang (Xiandao) TBL	12 7	CVTCVcT	ch i ³¹ ◦ n̥ o ŋ ⁵⁵	back
39	! @nh36	0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0	6	the back side	1267	Burmese_ZMYYC	nok	n ɔ k	?	no₂k	back (side) 2	nɔk  | 52.39	Burmese (Written) ZMYYC	7	CVc	n o k	back
40	! @nh36	3 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0	6	the back side	1267	Hpun	ănɔ́ŋ	ă + n ɔ́ ŋ	?	?	back (side) 2	ănɔ́ŋ  | S.2	Hpun (Northern) EJAH-Hpun	3 7	VCVc	ă n ɔ́ ŋ	back
#
902	! @nh36	0 0 0 1 0 0 0 2 0	174	the bamboo	860	Achang_Lianghe	wɑ³¹pɑŋ³¹	w ɑ ³¹ + p ɑ ŋ ³¹	?	?	bamboo	wɑ³¹ pɑŋ³¹  | 281.49	Achang (Lianghe) JZ-Achang	1 2	CVTCVcT	w ɑ ³¹ ◦ p ɑ ŋ ³¹	the bamboo
903	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Achang_Longchuan	o³¹	o ³¹	?	?	bamboo	o³¹  | 0389.28	Achang (Longchuan) TBL	1	VT	o ³¹	the bamboo
904	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Achang_Luxi	waʔ⁵⁵	w a ʔ ⁵⁵	?	?	bamboo	waʔ⁵⁵  | 132n356	Achang (Luxi) JZ-Achang	1	CVcT	w a ʔ ⁵⁵	the bamboo
905	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Xiandao	o³¹	o ³¹	?	?	bamboo	o³¹  | 0389.29	Achang (Xiandao) TBL	1	VT	o ³¹	the bamboo
906	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Atsi	va²¹	v a ²¹	?	?	bamboo	va²¹  | 0389.30	Atsi [Zaiwa] TBL	1	CVT	v a ²¹	the bamboo
907	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Bola	va³¹	v a ³¹	?	?	bamboo	va³¹  | 0389.32	Bola (Luxi) TBL	1	CVT	v a ³¹	the bamboo
908	? @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Burmese_ZMYYC	vāḥ	w ɑ ³	?	vāḥ	bamboo	wɑ³  | 183.39	Burmese (Written) ZMYYC	1	CVT	v ā ḥ	the bamboo
909	! @nh36	0 0 3 1 0 0 0 0 0	174	the bamboo	860	Hpun	tăwà	t ă + w à	?	?	bamboo	tăwà  | K.50	Hpun (Northern) EJAH-Hpun	3 1	CVCV	t ă ◦ w à	the bamboo
910	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Maru	vɔ³⁵	v ɔ ³⁵	?	?	bamboo	vɔ³⁵  | 0389.31	Langsu (Luxi) TBL	1	CVT	v ɔ ³⁵	the bamboo
911	! @nh36	0 0 0 1 0 0 0 0 0	174	the bamboo	860	Lashi	wo³³	w o ³³	?	?	bamboo	wo³³  | 0389.33	Leqi (Luxi) TBL	1	CVT	w o ³³	the bamboo
#
922	! @nh36	12 0	175	the bamboo basket	860	Achang_Lianghe	pɯŋ³¹	p ɯ ŋ ³¹	?	?	basket, large bamboo	pɯŋ³¹  | 0984.29	Achang (Lianghe) JZ-Achang	12	CVcT	p ɯ ŋ ³¹	the bamboo
923	! @nh36	12 14	175	the bamboo basket	860	Achang_Luxi	pəŋ⁵¹ɛ⁵⁵	p ə ŋ ⁵¹ + ɛ ⁵⁵	?	?	basket, large bamboo	pəŋ⁵¹ ɛ⁵⁵  | 0213.33	Achang (Luxi) JZ-Achang	12 14	CVcTVT	p ə ŋ ⁵¹ ◦ ɛ ⁵⁵	the bamboo
#
912	! @nh36	4 5	177	the bamboo hat	860	Achang_Lianghe	m̥u³¹luŋ³⁵	m̥ u ³¹ + l u ŋ ³⁵	?	?	bamboo hat	m̥u³¹ luŋ³⁵  | 0044.35	Achang (Lianghe) JZ-Achang	4 5	CVTCVcT	m̥ u ³¹ ◦ l u ŋ ³⁵	the bamboo
913	! @nh36	6 7	178	the bamboo hat	860	Achang_Luxi	tsă⁵⁵kɔŋ⁵¹	ts ă ⁵⁵ + k ɔ ŋ ⁵¹	?	?	bamboo hat	tsă⁵⁵ kɔŋ⁵¹  | 769.2	Achang (Luxi) JZ-Achang	6 7	CVTCVcT	ts ă ⁵⁵ ◦ k ɔ ŋ ⁵¹	the bamboo
#
2182	! @nh36	1 2	371	the bamboo rat	253	Hpun	tàʼpyì	t àʼ + p y ì	?	?	bamboo rat / mole	tàʼpyì, tp̆yì  | 171	Hpun (Northern) EJAH-Hpun	1 2	CVcCCV	t à ʔ ◦ p y ì	the rat
2183	1 @lingulist, 0 @nh36	1 2	371	the bamboo rat	253	Hpun	tp̆yì	?	?	?	bamboo rat / mole	tàʼpyì, tp̆yì  | 171	Hpun (Northern) EJAH-Hpun	1 2	CCCV	t ◦ p̆ y ì	the rat
2184	! @nh36	1 2	371	the bamboo rat	253	Hpun	tàʼpyì	t àʼ + p y ì	?	?	rat (bamboo)	tàʼpyì, tăpyì  | 171	Hpun (Northern) EJAH-Hpun	1 2	CVcCCV	t à ʔ ◦ p y ì	the rat
2185	! @nh36	1 2	371	the bamboo rat	253	Hpun	tăpyì	t ă + p y ì	?	?	rat (bamboo)	tàʼpyì, tăpyì  | 171	Hpun (Northern) EJAH-Hpun	1 2	CVCCV	t ă ◦ p y ì	the rat
#
930	! @nh36	16 17	176	the bamboo section	860	Achang_Longchuan	ti⁵⁵tʂaŋ⁵⁵	t i ⁵⁵ + tʂ a ŋ ⁵⁵	?	?	section of bamboo used as container n	ti⁵⁵ tʂaŋ⁵⁵  | 0568.28	Achang (Longchuan) TBL	16 17	CVTCVcT	t i ⁵⁵ ◦ tʂ a ŋ ⁵⁵	the bamboo
931	! @nh36	16 17	176	the bamboo section	860	Xiandao	ti⁵⁵ʂaŋ³¹	t i ⁵⁵ + ʂ a ŋ ³¹	?	?	section of bamboo used as container n	ti⁵⁵ ʂaŋ³¹  | 0568.29	Achang (Xiandao) TBL	16 17	CVTCVcT	t i ⁵⁵ ◦ ʂ a ŋ ³¹	the bamboo
932	! @nh36	18 0 0 0 15 0 0 0 0	174	the bamboo section	860	Atsi	thuʔ²¹tu̱m⁵⁵	tʰ u ʔ ²¹ + t u̱ m ⁵⁵	?	?	section of bamboo used as container n	thuʔ²¹ tu̱m⁵⁵  | 0568.30	Atsi [Zaiwa] TBL	18 15	CVcTCVcT	th u ʔ ²¹ ◦ t u̱ m ⁵⁵	the bamboo
933	! @nh36	0 19 0 0 15 0 0 0 0	174	the bamboo section	860	Bola	nam³¹tau³¹	n a m ³¹ + t a u ³¹	?	?	section of bamboo used as container n	nam³¹ tau³¹  | 0568.32	Bola (Luxi) TBL	19 15	CVcTCVT	n a m ³¹ ◦ t au ³¹	the bamboo
934	! @nh36	0 0 0 1 15 0 0 0 0	174	the bamboo section	860	Maru	vɔ̆³⁵thauŋ³¹	v ɔ̆ ³⁵ + tʰ a u ŋ ³¹	?	?	section of bamboo used as container n	vɔ̆³⁵ thauŋ³¹  | 0568.31	Langsu (Luxi) TBL	1 15	CVTCVcT	v ɔ̆ ³⁵ ◦ th au ŋ ³¹	the bamboo
935	! @nh36	0 0 0 1 0 0 0 0 30	174	the bamboo section	860	Lashi	wo³³thuk⁵⁵	w o ³³ + tʰ u k ⁵⁵	?	?	section of bamboo used as container n	wo³³ thuk⁵⁵  | 0568.33	Leqi (Luxi) TBL	1 30	CVTCVcT	w o ³³ ◦ th u k ⁵⁵	the bamboo
#
914	! @nh36	0 0 0 0 0 0 8 0 0	174	the bamboo shoot	860	Achang_Lianghe	mjɛ³¹	m j ɛ ³¹	?	?	bamboo shoot	mjɛ³¹  | 391.34	Achang (Lianghe) JZ-Achang	8	CCVT	m j ɛ ³¹	the bamboo
915	! @nh36	0 0 0 0 0 0 8 0 0	174	the bamboo shoot	860	Achang_Longchuan	ȵek⁵⁵	ȵ e k ⁵⁵	?	?	bamboo shoot	ȵek⁵⁵  | 184.41	Achang (Longchuan) ZMYYC	8	CVcT	ȵ e k ⁵⁵	the bamboo
916	! @nh36	0 0 0 1 0 0 8 0 0	174	the bamboo shoot	860	Achang_Luxi	waʔ⁵⁵mjit³¹	w a ʔ ⁵⁵ + m j i t ³¹	?	?	bamboo shoot	waʔ⁵⁵ mjit³¹  | 1183.19	Achang (Luxi) JZ-Achang	1 8	CVcTCCVcT	w a ʔ ⁵⁵ ◦ m j i t ³¹	the bamboo
917	! @nh36	0 0 0 0 0 0 8 0 0	174	the bamboo shoot	860	Atsi	mjik²¹	m j i k ²¹	?	?	bamboo shoot	mjik²¹  | 184.42	Atsi [Zaiwa] ZMYYC	8	CCVcT	m j i k ²¹	the bamboo
918	? @nh36	0 0 0 0 0 0 8 0 0	174	the bamboo shoot	860	Burmese_ZMYYC	mhyac	h m j ɑ c	?	mhyac	bamboo shoot	hmjɑs  | 184.39	Burmese (Written) ZMYYC	8	CCVc	mh y a c	the bamboo
919	! @nh36	0 0 0 0 0 9 8 0 0	174	the bamboo shoot	860	Hpun	tămàiʔ	t ă + m à i ʔ	?	?	bamboo shoot	tămàiʔ  | E.5	Hpun (Northern) EJAH-Hpun	9 8	CVCVc	t ă ◦ m ài ʔ	the bamboo
920	! @nh36	0 0 0 0 0 0 8 0 0	174	the bamboo shoot	860	Maru	mak³¹	m a k ³¹	?	?	bamboo shoot	mak³¹  | 184.43	Maru [Langsu] ZMYYC	8	CVcT	m a k ³¹	the bamboo
4102	! @nh36	0 0 2	764	the bamboo shoot	1740	Achang_Lianghe	mjɛ³¹	m j ɛ ³¹	?	?	bamboo shoot	mjɛ³¹  | 391.34	Achang (Lianghe) JZ-Achang	2	CCVT	m j ɛ ³¹	to shoot
4103	! @nh36	0 0 2	764	the bamboo shoot	1740	Achang_Longchuan	ȵek⁵⁵	ȵ e k ⁵⁵	?	?	bamboo shoot	ȵek⁵⁵  | 184.41	Achang (Longchuan) ZMYYC	2	CVcT	ȵ e k ⁵⁵	to shoot
4104	! @nh36	3 0 2	764	the bamboo shoot	1740	Achang_Luxi	waʔ⁵⁵mjit³¹	w a ʔ ⁵⁵ + m j i t ³¹	?	?	bamboo shoot	waʔ⁵⁵ mjit³¹  | 1183.19	Achang (Luxi) JZ-Achang	3 2	CVcTCCVcT	w a ʔ ⁵⁵ ◦ m j i t ³¹	to shoot
4105	! @nh36	0 0 2	764	the bamboo shoot	1740	Atsi	mjik²¹	m j i k ²¹	?	?	bamboo shoot	mjik²¹  | 184.42	Atsi [Zaiwa] ZMYYC	2	CCVcT	m j i k ²¹	to shoot
4106	? @nh36	0 0 2	764	the bamboo shoot	1740	Burmese_ZMYYC	mhyac	h m j ɑ s	?	mhyac	bamboo shoot	hmjɑs  | 184.39	Burmese (Written) ZMYYC	2	CCVc	mh y a c	to shoot
4107	! @nh36	0 4 2	764	the bamboo shoot	1740	Hpun	tămàiʔ	t ă + m à i ʔ	?	?	bamboo shoot	tămàiʔ  | E.5	Hpun (Northern) EJAH-Hpun	4 2	CVCVc	t ă ◦ m ài ʔ	to shoot
4108	! @nh36	0 0 2	764	the bamboo shoot	1740	Maru	mak³¹	m a k ³¹	?	?	bamboo shoot	mak³¹  | 184.43	Maru [Langsu] ZMYYC	2	CVcT	m a k ³¹	to shoot
#
921	! @nh36	10 11	179	the bamboo ties	860	Hpun	kănɛ́	k ă + n ɛ́	?	?	bamboo ties / splints of bamboo	kănɛ́  | H.121	Hpun (Northern) EJAH-Hpun	10 11	CVCV	k ă ◦ n ɛ́	the bamboo
#
945	! @nh36	0 4 6 0 0	180	the banana fruit	849	Hpun	ŋòʃì	ŋ ò + ʃ ì	?	?	banana fruit	ŋò(ʔ)ʃì  | 14	Hpun (Northern) EJAH-Hpun	4 6	CVCV	ŋ ò ◦ ʃ ì	the banana
1503	! @nh36	2 0 0 1 0	257	the banana fruit	603	Hpun	ŋòʃì	ŋ ò + ʃ ì	?	?	banana fruit	ŋò(ʔ)ʃì  | 14	Hpun (Northern) EJAH-Hpun	2 1	CVCV	ŋ ò ◦ ʃ ì	the fruit
#
936	! @nh36	7 0 8	181	the banana tree	849	Achang_Lianghe	phɑ³¹ʂɿ⁵⁵	pʰ ɑ ³¹ + ʂ ɿ ⁵⁵	?	?	banana	phɑ³¹ ʂɿ⁵⁵  | 1467.21	Achang (Lianghe) JZ-Achang	7 8	CVTCVT	ph ɑ ³¹ ◦ ʂ ɿ ⁵⁵	the banana
937	! @nh36	7 9 0	181	the banana tree	849	Achang_Luxi	pha⁵⁵tɕau⁵⁵	pʰ a ⁵⁵ + tɕ a u ⁵⁵	?	?	banana	pha⁵⁵ tɕau⁵⁵  | 0287.03	Achang (Luxi) JZ-Achang	7 9	CVTCVT	ph a ⁵⁵ ◦ tɕ au ⁵⁵	the banana
938	! @nh36	0 4 0 0 0	180	the banana tree	849	Hpun	ŋᴜ̀	ŋ ᴜ̀	?	?	banana	ŋᴜ̀  | 74.36	Hpun (Northern) EJAH-Hpun	4	CV	ŋ ᴜ̀	the banana
939	! @nh36	1	182	the banana tree	849	Achang_Longchuan	kuiʔ³¹	k u i ʔ ³¹	?	?	banana (plantain) n	kuiʔ³¹  | 0398.28	Achang (Longchuan) TBL	1	CVcT	k ui ʔ ³¹	the banana
940	! @nh36	2 0 0 0 3	180	the banana tree	849	Xiandao	jɔm³¹m̥ʐoʔ³⁵	j ɔ m ³¹ + m̥ ʐ o ʔ ³⁵	?	?	banana (plantain) n	jɔm³¹ m̥ʐoʔ³⁵  | 0398.29	Achang (Xiandao) TBL	2 3	CVcTcCVcT	j ɔ m ³¹ ◦ m̥ ʐ o ʔ ³⁵	the banana
941	! @nh36	0 4 0 0 3	180	the banana tree	849	Atsi	ŋoʔ⁵⁵mjuʔ²¹	ŋ o ʔ ⁵⁵ + m j u ʔ ²¹	?	?	banana (plantain) n	ŋoʔ⁵⁵ mjuʔ²¹  | 0398.30	Atsi [Zaiwa] TBL	4 3	CVcTCCVcT	ŋ o ʔ ⁵⁵ ◦ m j u ʔ ²¹	the banana
942	! @nh36	0 4 0 0 3	180	the banana tree	849	Bola	ŋaʔ³¹mjauʔ³¹	ŋ a ʔ ³¹ + m j a u ʔ ³¹	?	?	banana (plantain) n	ŋaʔ³¹ mjauʔ³¹  | 0398.32	Bola (Luxi) TBL	4 3	CVcTCCVcT	ŋ a ʔ ³¹ ◦ m j au ʔ ³¹	the banana
943	! @nh36	0 4 0 0 3	180	the banana tree	849	Maru	ŋɔʔ³¹mjauk³¹	ŋ ɔ ʔ ³¹ + m j a u k ³¹	?	?	banana (plantain) n	ŋɔʔ³¹ mjauk³¹  | 0398.31	Langsu (Luxi) TBL	4 3	CVcTCCVcT	ŋ ɔ ʔ ³¹ ◦ m j au k ³¹	the banana
944	! @nh36	0 4 0 0 3	180	the banana tree	849	Lashi	ŋɔʔ⁵⁵mju̱k⁵⁵	ŋ ɔ ʔ ⁵⁵ + m j u̱ k ⁵⁵	?	?	banana (plantain) n	ŋɔʔ⁵⁵ mju̱k⁵⁵  | 0398.33	Leqi (Luxi) TBL	4 3	CVcTCCVcT	ŋ ɔ ʔ ⁵⁵ ◦ m j u̱ k ⁵⁵	the banana
946	! @nh36	0 4 0 5 0	180	the banana tree	849	Hpun	ŋòʼpó	ŋ òʼ + p ó	?	?	banana tree	ŋòʼ pó  | 0962.37	Hpun (Northern) EJAH-Hpun	4 5	CVcCV	ŋ ò ʔ ◦ p ó	the banana
2642	! @nh36	3 0 0 0 0 4	442	the banana tree	830	Hpun	ŋòʼpó	ŋ òʼ + p ó	?	?	banana tree	ŋòʼ pó  | 0962.37	Hpun (Northern) EJAH-Hpun	3 4	CVcCV	ŋ ò ʔ ◦ p ó	the tree
2643	! @nh36	3 1 0 0 0 0	442	the banana tree	830	Hpun	ɲáuŋsaìŋ	ɲ á u + ŋ s a ì ŋ	?	?	banyan tree	ɲáuŋ saìŋ, ɲàuŋ pó  | 40	Hpun (Northern) EJAH-Hpun	3 1	CVCVc	ɲ áu ◦ ŋs aì ŋ	the tree
2644	! @nh36	3 0 0 0 0 4	442	the banana tree	830	Hpun	ɲàuŋpó	ɲ à u + ŋ p ó	?	?	banyan tree	ɲáuŋ saìŋ, ɲàuŋ pó  | 40	Hpun (Northern) EJAH-Hpun	3 4	CVcCV	ɲ àu ŋ ◦ p ó	the tree
#
947	! @nh36	3 4	185	the bark	844	Hpun	ʃàiʔkhwé	ʃ à i + ʔ kʰ w é	?	?	bark (tree)	ʃàiʔ khwé  | 401.12	Hpun (Northern) EJAH-Hpun	3 4	CVcCCV	ʃ ài ʔ ◦ kh w é	the bark
#
958	! @nh36	0 1 2 0 0 0	186	the bean	601	Achang_Longchuan	thu³¹təʔ⁵⁵	tʰ u ³¹ + t ə ʔ ⁵⁵	?	?	bean (broad) n	thu³¹ təʔ⁵⁵  | 0432.28	Achang (Longchuan) TBL	1 2	CVTCVcT	th u ³¹ ◦ t ə ʔ ⁵⁵	the bean
959	! @nh36	0 1 2 0 0 0	186	the bean	601	Xiandao	tho³⁵tɯ³¹	tʰ o ³⁵ + t ɯ ³¹	?	?	bean (broad) n	tho³⁵ tɯ³¹  | 0432.29	Achang (Xiandao) TBL	1 2	CVTCVT	th o ³⁵ ◦ t ɯ ³¹	the bean
960	! @nh36	0 1 0 3 0 0	186	the bean	601	Atsi	tu̱⁵⁵mo⁵⁵	t u̱ ⁵⁵ + m o ⁵⁵	?	?	bean (broad) n	tu̱⁵⁵ mo⁵⁵  | 0432.30	Atsi [Zaiwa] TBL	1 3	CVTCVT	t u̱ ⁵⁵ ◦ m o ⁵⁵	the bean
961	! @nh36	4 1 0 0 0 0	186	the bean	601	Bola	tshan³¹tu³¹	tsʰ a n ³¹ + t u ³¹	?	?	bean (broad) n	tshan³¹ tu³¹  | 0432.32	Bola (Luxi) TBL	4 1	CVcTCVT	tsh a n ³¹ ◦ t u ³¹	the bean
962	! @nh36	4 1 0 0 0 0	186	the bean	601	Maru	tshan³¹tu³⁵	tsʰ a n ³¹ + t u ³⁵	?	?	bean (broad) n	tshan³¹ tu³⁵  | 0432.31	Langsu (Luxi) TBL	4 1	CVcTCVT	tsh a n ³¹ ◦ t u ³⁵	the bean
