# Wordlist

# DATA
ID	DOCULECT	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
542	Xiandao	! @nh36	0 0 0 0 0 0 3 0 0	96	old (thing)	1321	tʂhau³¹	old	tʂʰ a u ³¹	?	?	used / old	tʂhau³¹  | 1051.29	Achang (Xiandao) TBL	3	CVT	tʂh au ³¹
#
559	Achang_Lianghe	! @nh36	0 0 3 0	101	one	1269	tɑ³¹	one	t ɑ ³¹	?	?	one	tɑ³¹  | 0788.43	Achang (Lianghe) JZ-Achang	3	CVT	t ɑ ³¹
569	Achang_Longchuan	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one num	ta³¹  | 0797.28	Achang (Longchuan) TBL	3	CVT	t a ³¹
560	Achang_Longchuan_B	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one	ta³¹  | 911.41	Achang (Longchuan) ZMYYC	3	CVT	t a ³¹
561	Achang_Luxi	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one	ta³¹  | 911.41	Achang (Luxi) JZ-Achang	3	CVT	t a ³¹
571	Atsi	! @nh36	0 4 0 0	101	one	1269	lă²¹	one	l ă ²¹	?	?	one num	lă²¹  | 0797.30	Atsi [Zaiwa] TBL	4	CVT	l ă ²¹
562	Atsi_B	1 @lingulist, ! @nh36	0 4 3 0	101	one	1269	ʒa²¹	one	ʒ a ²¹ + l ă ²¹	?	?	one	ʒa²¹; lă²¹  | 911.42	Atsi [Zaiwa] ZMYYC	4 3	CVTCVT	ʒ a ²¹
572	Bola	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one num	ta³¹  | 0797.32	Bola (Luxi) TBL	3	CVT	t a ³¹
563	Burmese_ZMYYC	! @nh36	0 0 3 0	101	one	1269	tac	one	t ɑ c	?	tac	one	tɑs  | 911.39	Burmese (Written) ZMYYC	3	CVc	t a c
564	Hpun	! @nh36	0 0 3 0	101	one	1269	tᴜ̀ʔ	one	t ᴜ̀ ʔ	?	?	one	tᴜ̀ʔ, tòʔ, tə̆- | 297	Hpun (Northern) EJAH-Hpun	3	CVc	t ᴜ̀ ʔ
565	Hpun	! @nh36	0 0 3 0	101	one	1269	tòʔ	one	t ò ʔ	?	?	one	tᴜ̀ʔ, tòʔ, tə̆- | 297	Hpun (Northern) EJAH-Hpun	3	CVc	t ò ʔ
566	Hpun	! @nh36	0 0 3 0	101	one	1269	tə̆-	one	t ə̆	?	?	one	tᴜ̀ʔ, tòʔ, tə̆- | 297	Hpun (Northern) EJAH-Hpun	3	CV	t ə̆
575	Hpun	! @nh36	0 0 3 6	101	one	1269	tᴜ̀ʔkɔ́ŋ	one	t ᴜ̀ + ʔ k ɔ́ ŋ	?	?	one thing	tᴜ̀ʔkɔ́ŋ, tòʔkɔ́ŋ  | 297	Hpun (Northern) EJAH-Hpun	3 6	CVcCVc	t ᴜ̀ ʔ ◦ k ɔ́ ŋ
576	Hpun	! @nh36	0 0 3 6	101	one	1269	tòʔkɔ́ŋ	one	t ò + ʔ k ɔ́ ŋ	?	?	one thing	tᴜ̀ʔkɔ́ŋ, tòʔkɔ́ŋ  | 297	Hpun (Northern) EJAH-Hpun	3 6	CVcCVc	t ò ʔ ◦ k ɔ́ ŋ
574	Lashi	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one num	ta³¹  | 0797.33	Leqi (Luxi) TBL	3	CVT	t a ³¹
573	Maru	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one num	ta³¹  | 0797.31	Langsu (Luxi) TBL	3	CVT	t a ³¹
567	Maru_B	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one	ta³¹  | 911.43	Maru [Langsu] ZMYYC	3	CVT	t a ³¹
570	Xiandao	! @nh36	0 0 3 0	101	one	1269	ta³¹	one	t a ³¹	?	?	one num	ta³¹  | 0797.29	Achang (Xiandao) TBL	3	CVT	t a ³¹
#
568	Hpun	! @nh36	5 0 3 6	101	one head of cattle	1269	wàʼtə̆kɔ́ŋ	one	w àʼ + t ə̆ + k ɔ́ ŋ	?	?	one (head of) cattle	wàʼ tə̆kɔ́ŋ  | 11.9	Hpun (Northern) EJAH-Hpun	5 3 6	CVcCVCVc	w à ʔ ◦ t ə̆ ◦ k ɔ́ ŋ
#
553	Achang_Longchuan	! @nh36	1	103	one pair (classifier)	1269	xuan³¹	one	x u a n ³¹	?	?	classifier for one of a pair clf	xuan³¹  | 0871.28	Achang (Longchuan) TBL	1	CVcT	x ua n ³¹
555	Atsi	! @nh36	0 0 3 0	101	one pair (classifier)	1269	te̱²¹	one	t e̱ ²¹	?	?	classifier for one of a pair clf	te̱²¹  | 0871.30	Atsi [Zaiwa] TBL	3	CVT	t e̱ ²¹
556	Bola	! @nh36	0 0 3 0	101	one pair (classifier)	1269	tɛ̱³⁵	one	t ɛ̱ ³⁵	?	?	classifier for one of a pair clf	tɛ̱³⁵  | 0871.32	Bola (Luxi) TBL	3	CVT	t ɛ̱ ³⁵
558	Lashi	! @nh36	0 0 3 0	101	one pair (classifier)	1269	ti̱⁵⁵	one	t i̱ ⁵⁵	?	?	classifier for one of a pair clf	ti̱⁵⁵  | 0871.33	Leqi (Luxi) TBL	3	CVT	t i̱ ⁵⁵
557	Maru	! @nh36	0 0 3 0	101	one pair (classifier)	1269	tɛ̱³⁵	one	t ɛ̱ ³⁵	?	?	classifier for one of a pair clf	tɛ̱³⁵  | 0871.31	Langsu (Luxi) TBL	3	CVT	t ɛ̱ ³⁵
554	Xiandao	! @nh36	2	102	one pair (classifier)	1269	kuŋ⁵⁵	one	k u ŋ ⁵⁵	?	?	classifier for one of a pair clf	kuŋ⁵⁵  | 0871.29	Achang (Xiandao) TBL	2	CVcT	k u ŋ ⁵⁵
#
583	Achang_Lianghe	! @nh36	1 0 2	106	red	1408	ɑ³¹ȵɛ⁵⁵	red	ɑ ³¹ + ȵ ɛ ⁵⁵	?	?	red	ɑ³¹ ȵɛ⁵⁵  | 1000.20	Achang (Lianghe) JZ-Achang	1 2	VTCVT	ɑ ³¹ ◦ ȵ ɛ ⁵⁵
584	Achang_Longchuan	! @nh36	0 0 2	106	red	1408	na⁵⁵	red	n a ⁵⁵	?	?	red	na⁵⁵  | 1007.28	Achang (Longchuan) TBL	2	CVT	n a ⁵⁵
585	Achang_Luxi	! @nh36	0 0 2	106	red	1408	nɛ³¹	red	n ɛ ³¹	?	?	red	nɛ³¹  | 0975.29	Achang (Luxi) JZ-Achang	2	CVT	n ɛ ³¹
588	Atsi	! @nh36	0 0 2	106	red	1408	ne⁵¹	red	n e ⁵¹	?	?	red	ne⁵¹  | 1007.30	Atsi [Zaiwa] TBL	2	CVT	n e ⁵¹
587	Atsi_D	! @nh36	0 0 2	106	red	1408	nɛ²	red	n ɛ ²	?	?	red	nɛ²  | S.9	Atsi [Zaiwa] GHL-PPB	2	CVT	n ɛ ²
589	Bola	! @nh36	0 0 2	106	red	1408	nɛ⁵⁵	red	n ɛ ⁵⁵	?	?	red	nɛ⁵⁵  | 1007.32	Bola (Luxi) TBL	2	CVT	n ɛ ⁵⁵
590	Burmese_ZMYYC	! @nh36	0 0 2	106	red	1408	nī	red	n i ²	?	nī	red	ni²  | 837.39	Burmese (Written) ZMYYC	2	CV	n ī
592	Hpun	! @nh36	0 3 2	106	red	1408	kănɛ̀	red	k ă + n ɛ̀	?	?	red	kănɛ̀  | H.121	Hpun (Northern) EJAH-Hpun	3 2	CVCV	k ă ◦ n ɛ̀
591	Hpun_B	! @nh36	0 3 2	106	red	1408	kă◦nɛ¹	red	k ă + ◦ n ɛ ¹	?	?	red	kă◦nɛ¹  | S.9	Hpun (Metjo) GHL-PPB	3 2	CV_CVT	k ă ◦ n ɛ ¹
595	Lashi	! @nh36	0 0 2	106	red	1408	nɛː³¹	red	n ɛː ³¹	?	?	red	nɛː³¹  | 1007.33	Leqi (Luxi) TBL	2	CVT	n ɛː ³¹
594	Lashi_C	! @nh36	0 0 2	106	red	1408	nɛ⁴	red	n ɛ ⁴	?	?	red	nɛ⁴  | S.9	Lashi (Lachhe') GHL-PPB	2	CVT	n ɛ ⁴
593	Maru	! @nh36	0 0 2	106	red	1408	nɛ³¹	red	n ɛ ³¹	?	?	red	nɛ³¹  | 1007.31	Langsu (Luxi) TBL	2	CVT	n ɛ ³¹
586	Xiandao	! @nh36	0 0 2	106	red	1408	na⁵⁵	red	n a ⁵⁵	?	?	red	na⁵⁵  | 1007.29	Achang (Xiandao) TBL	2	CVT	n a ⁵⁵
#
596	Achang_Longchuan_B	! @nh36	1 2 3	108	right	1479	lɔʔ³¹ʑɔ⁵⁵pa³¹	right (be correct)	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	?	?	right	lɔʔ³¹ ʑɔ⁵⁵ pa³¹  | 54.41	Achang (Longchuan) ZMYYC	1 2 3	CVcTCVTCVT	l ɔ ʔ ³¹ ◦ ʑ ɔ ⁵⁵ ◦ p a ³¹
614	Achang_Longchuan_B	! @nh36	1 0 2 0 3	111	right	1230	lɔʔ³¹ʑɔ⁵⁵pa³¹	right (side)	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	?	?	right	lɔʔ³¹ ʑɔ⁵⁵ pa³¹  | 54.41	Achang (Longchuan) ZMYYC	1 2 3	CVcTCVTCVT	l ɔ ʔ ³¹ ◦ ʑ ɔ ⁵⁵ ◦ p a ³¹
598	Atsi_B	! @nh36	1 2 0	108	right	1479	loʔ²¹jo⁵¹	right (be correct)	l o ʔ ²¹ + j o ⁵¹	?	?	right	loʔ²¹ jo⁵¹  | 54.42	Atsi [Zaiwa] ZMYYC	1 2	CVcTCVT	l o ʔ ²¹ ◦ j o ⁵¹
616	Atsi_B	! @nh36	1 0 2 0 0	111	right	1230	loʔ²¹jo⁵¹	right (side)	l o ʔ ²¹ + j o ⁵¹	?	?	right	loʔ²¹ jo⁵¹  | 54.42	Atsi [Zaiwa] ZMYYC	1 2	CVcTCVT	l o ʔ ²¹ ◦ j o ⁵¹
599	Bola_B	! @nh36	1 2 0	108	right	1479	laʔ³¹ja⁵⁵	right (be correct)	l a ʔ ³¹ + j a ⁵⁵	?	?	right	laʔ³¹ ja⁵⁵  | 1024	Bola DQ-Bola	1 2	CVcTCVT	l a ʔ ³¹ ◦ j a ⁵⁵
617	Bola_B	! @nh36	1 0 2 0 0	111	right	1230	laʔ³¹ja⁵⁵	right (side)	l a ʔ ³¹ + j a ⁵⁵	?	?	right	laʔ³¹ ja⁵⁵  | 1024	Bola DQ-Bola	1 2	CVcTCVT	l a ʔ ³¹ ◦ j a ⁵⁵
600	Burmese_ZMYYC	? @nh36	0 2 0	108	right	1479	yā	right (be correct)	j ɑ ²	?	yā	right	jɑ²  | 54.39	Burmese (Written) ZMYYC	2	CV	y ā
618	Burmese_ZMYYC	? @nh36	0 0 2 0 0	111	right	1230	yā	right (side)	j ɑ ²	?	yā	right	jɑ²  | 54.39	Burmese (Written) ZMYYC	2	CV	y ā
601	Maru_B	! @nh36	1 2 0	108	right	1479	lɔʔ³¹jɔ³¹	right (be correct)	l ɔ ʔ ³¹ + j ɔ ³¹	?	?	right	lɔʔ³¹ jɔ³¹  | 54.43	Maru [Langsu] ZMYYC	1 2	CVcTCVT	l ɔ ʔ ³¹ ◦ j ɔ ³¹
619	Maru_B	! @nh36	1 0 2 0 0	111	right	1230	lɔʔ³¹jɔ³¹	right (side)	l ɔ ʔ ³¹ + j ɔ ³¹	?	?	right	lɔʔ³¹ jɔ³¹  | 54.43	Maru [Langsu] ZMYYC	1 2	CVcTCVT	l ɔ ʔ ³¹ ◦ j ɔ ³¹
597	Xiandao_B	! @nh36	1 2 0	108	right	1479	lɔʔ⁵⁵jɔ⁵⁵	right (be correct)	l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	?	?	right	lɔʔ⁵⁵ jɔ⁵⁵  | 1024	Achang (Xiandao) DQ-Xiandao	1 2	CVcTCVT	l ɔ ʔ ⁵⁵ ◦ j ɔ ⁵⁵
615	Xiandao_B	! @nh36	1 0 2 0 0	111	right	1230	lɔʔ⁵⁵jɔ⁵⁵	right (side)	l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵	?	?	right	lɔʔ⁵⁵ jɔ⁵⁵  | 1024	Achang (Xiandao) DQ-Xiandao	1 2	CVcTCVT	l ɔ ʔ ⁵⁵ ◦ j ɔ ⁵⁵
#
603	Achang_Longchuan	! @nh36	0 4	107	right (correct)	1479	tsɿ⁵⁵	right (be correct)	ts ɿ ⁵⁵	?	?	right / correct	tsɿ⁵⁵  | 1045.28	Achang (Longchuan) TBL	4	CVT	ts ɿ ⁵⁵
604	Achang_Longchuan_B	! @nh36	5 4	107	right (correct)	1479	tʂən³⁵tɕhɔʔ³¹	right (be correct)	tʂ ə n ³⁵ + tɕʰ ɔ ʔ ³¹	?	?	right / correct	tʂən³⁵ tɕhɔʔ³¹  | 902.41	Achang (Longchuan) ZMYYC	5 4	CVcTCVcT	tʂ ə n ³⁵ ◦ tɕh ɔ ʔ ³¹
606	Atsi	! @nh36	0 4	107	right (correct)	1479	tʃo²¹	right (be correct)	tʃ o ²¹	?	?	right / correct	tʃo²¹  | 1045.30	Atsi [Zaiwa] TBL	4	CVT	tʃ o ²¹
607	Atsi_B	! @nh36	0 4	107	right (correct)	1479	tʃo⁵⁵	right (be correct)	tʃ o ⁵⁵	?	?	right / correct	tʃo⁵⁵  | 902.42	Atsi [Zaiwa] ZMYYC	4	CVT	tʃ o ⁵⁵
608	Bola	! @nh36	0 4	107	right (correct)	1479	tʃɔ³¹	right (be correct)	tʃ ɔ ³¹	?	?	right / correct	tʃɔ³¹  | 1045.32	Bola (Luxi) TBL	4	CVT	tʃ ɔ ³¹
609	Burmese_ZMYYC	! @nh36	6	110	right (correct)	1479	mhan	right (be correct)	h m ɑ n ²	?	mhan	right / correct	hmɑn²  | 902.39	Burmese (Written) ZMYYC	6	CVc	mh a n
602	Hpun	? @nh36	0 0 3	108	right (correct)	1479	máiʔ-ŋ	right (be correct)	?	?	?	right (= opp. of Wrong)	máiʔ-ŋ  | 781	Hpun (Northern) EJAH-Hpun	3	CVCC	m ái ʔ ŋ
611	Lashi	! @nh36	7	109	right (correct)	1479	kɛː³¹	right (be correct)	k ɛː ³¹	?	?	right / correct	kɛː³¹  | 1045.33	Leqi (Luxi) TBL	7	CVT	k ɛː ³¹
610	Maru	! @nh36	0 4	107	right (correct)	1479	tʃɔ³¹	right (be correct)	tʃ ɔ ³¹	?	?	right / correct	tʃɔ³¹  | 1045.31	Langsu (Luxi) TBL	4	CVT	tʃ ɔ ³¹
605	Xiandao	! @nh36	0 4	107	right (correct)	1479	cɛ⁵⁵	right (be correct)	c ɛ ⁵⁵	?	?	right / correct	cɛ⁵⁵  | 1045.29	Achang (Xiandao) TBL	4	CVT	c ɛ ⁵⁵
#
612	Achang_Lianghe	! @nh36	5 0	107	right (just)	1479	tʂɯn⁵⁵	right (be correct)	tʂ ɯ n ⁵⁵	?	?	right / just / upright	tʂɯn⁵⁵  | 0418.24	Achang (Lianghe) JZ-Achang	5	CVcT	tʂ ɯ n ⁵⁵
613	Achang_Luxi	! @nh36	5 0	107	right (just)	1479	tsən³⁵	right (be correct)	ts ə n ³⁵	?	?	right / just / upright	tsən³⁵  | 0772.49	Achang (Luxi) JZ-Achang	5	CVcT	ts ə n ³⁵
#
628	Achang_Longchuan	! @nh36	5	112	right (side)	1230	təŋ³¹	right (side)	t ə ŋ ³¹	?	?	the right / obverse side	təŋ³¹  | 0996.28	Achang (Longchuan) TBL	5	CVcT	t ə ŋ ³¹
629	Atsi	! @nh36	5	112	right (side)	1230	tiŋ⁵⁵	right (side)	t i ŋ ⁵⁵	?	?	the right / obverse side	tiŋ⁵⁵  | 0996.30	Atsi [Zaiwa] TBL	5	CVcT	t i ŋ ⁵⁵
625	Atsi_C	! @nh36	1 0 2 0 0	111	right (side)	1230	loʔ²¹jo⁵¹	right (side)	l o ʔ ²¹ + j o ⁵¹	?	?	right (side)	loʔ²¹ jo⁵¹  | U.33	Atsi [Zaiwa] JZ-Zaiwa	1 2	CVcTCVT	l o ʔ ²¹ ◦ j o ⁵¹
620	Atsi_D	? @nh36	0 0 2 0 0	111	right (side)	1230	--yɔ²	right (side)	y ɔ ²	?	?	right (hand)	--yɔ²  | S.4	Atsi [Zaiwa] GHL-PPB	2	CVT	y ɔ ²
630	Bola	! @nh36	5	112	right (side)	1230	taŋ³⁵	right (side)	t a ŋ ³⁵	?	?	the right / obverse side	taŋ³⁵  | 0996.32	Bola (Luxi) TBL	5	CVcT	t a ŋ ³⁵
623	Hpun	! @nh36	1 0 2 0 0	111	right (side)	1230	lᴜ̀ʔáʔ	right (side)	l ᴜ̀ + ʔ á ʔ	?	?	right (hand) (cp. Hand)	lᴜ̀ʔáʔ, lᴜ̀ʔàʔ  | 84.33, 84.	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	l ᴜ̀ ◦ ʔ á ʔ
624	Hpun	! @nh36	1 0 2 0 0	111	right (side)	1230	lᴜ̀ʔàʔ	right (side)	l ᴜ̀ + ʔ à ʔ	?	?	right (hand) (cp. Hand)	lᴜ̀ʔáʔ, lᴜ̀ʔàʔ  | 84.33, 84.	Hpun (Northern) EJAH-Hpun	1 2	CVCVc	l ᴜ̀ ◦ ʔ à ʔ
621	Hpun_B	! @nh36	0 0 0 0 3	111	right (side)	1230	ɑʔ¹	right (side)	ɑ ʔ ¹	?	?	right (hand)	ɑʔ¹  | S.4	Hpun (Metjo) GHL-PPB	3	VcT	ɑ ʔ ¹
622	Lashi_C	? @nh36	0 0 2 0 0	111	right (side)	1230	--yɔ⁴	right (side)	y ɔ ⁴	?	?	right (hand)	--yɔ⁴  | S.4	Lashi (Lachhe') GHL-PPB	2	CVT	y ɔ ⁴
631	Maru	! @nh36	5	112	right (side)	1230	thɔʔ⁵⁵	right (side)	tʰ ɔ ʔ ⁵⁵	?	?	the right / obverse side	thɔʔ⁵⁵  | 0996.31	Langsu (Luxi) TBL	5	CVcT	th ɔ ʔ ⁵⁵
#
632	Hpun	! @nh36	1	113	ripe	546	maì-ŋ	ripe	m a ì ŋ	?	?	ripe	maì-ŋ  | 329	Hpun (Northern) EJAH-Hpun	1	CVc	m aì ŋ
#
2248	Achang_Longchuan	! @nh36	1 0 0	376	river (classifier)	32	ʂəŋ⁵⁵	the river	ʂ ə ŋ ⁵⁵	?	?	classifier for river clf	ʂəŋ⁵⁵  | 0837.28	Achang (Longchuan) TBL	1	CVcT	ʂ ə ŋ ⁵⁵
2250	Atsi	! @nh36	3 0	377	river (classifier)	32	khat⁵⁵	the river	kʰ a t ⁵⁵	?	?	classifier for river clf	khat⁵⁵  | 0837.30	Atsi [Zaiwa] TBL	3	CVcT	kh a t ⁵⁵
2251	Bola	! @nh36	0 4	377	river (classifier)	32	lɔ̃⁵⁵	the river	l ɔ̃ ⁵⁵	?	?	classifier for river clf	lɔ̃⁵⁵  | 0837.32	Bola (Luxi) TBL	4	CVVT	l ɔ̃ ∼ ⁵⁵
2253	Lashi	! @nh36	0 4	377	river (classifier)	32	laŋ³¹	the river	l a ŋ ³¹	?	?	classifier for river clf	laŋ³¹  | 0837.33	Leqi (Luxi) TBL	4	CVcT	l a ŋ ³¹
2252	Maru	! @nh36	0 4	377	river (classifier)	32	lɔ̃³¹	the river	l ɔ̃ ³¹	?	?	classifier for river clf	lɔ̃³¹  | 0837.31	Langsu (Luxi) TBL	4	CVVT	l ɔ̃ ∼ ³¹
2249	Xiandao	! @nh36	0 0 2	376	river (classifier)	32	khʐa⁵⁵	the river	kʰ ʐ a ⁵⁵	?	?	classifier for river clf	khʐa⁵⁵  | 0837.29	Achang (Xiandao) TBL	2	CCVT	kh ʐ a ⁵⁵
#
2301	Achang_Longchuan	! @nh36	1	392	rope (classifier)	930	khʐəŋ⁵⁵	the rope	kʰ ʐ ə ŋ ⁵⁵	?	?	classifier for rope clf	khʐəŋ⁵⁵  | 0838.28	Achang (Longchuan) TBL	1	CCVcT	kh ʐ ə ŋ ⁵⁵
2303	Atsi	! @nh36	2	393	rope (classifier)	930	khat⁵⁵	the rope	kʰ a t ⁵⁵	?	?	classifier for rope clf	khat⁵⁵  | 0838.30	Atsi [Zaiwa] TBL	2	CVcT	kh a t ⁵⁵
2304	Bola	! @nh36	2	393	rope (classifier)	930	khjɛʔ⁵⁵	the rope	kʰ j ɛ ʔ ⁵⁵	?	?	classifier for rope clf	khjɛʔ⁵⁵  | 0838.32	Bola (Luxi) TBL	2	CCVcT	kh j ɛ ʔ ⁵⁵
2306	Lashi	! @nh36	2	393	rope (classifier)	930	khat⁵⁵	the rope	kʰ a t ⁵⁵	?	?	classifier for rope clf	khat⁵⁵  | 0838.33	Leqi (Luxi) TBL	2	CVcT	kh a t ⁵⁵
2305	Maru	! @nh36	2	393	rope (classifier)	930	khjɛʔ⁵⁵	the rope	kʰ j ɛ ʔ ⁵⁵	?	?	classifier for rope clf	khjɛʔ⁵⁵  | 0838.31	Langsu (Luxi) TBL	2	CCVcT	kh j ɛ ʔ ⁵⁵
2302	Xiandao	! @nh36	1	392	rope (classifier)	930	khɯŋ⁵⁵	the rope	kʰ ɯ ŋ ⁵⁵	?	?	classifier for rope clf	khɯŋ⁵⁵  | 0838.29	Achang (Xiandao) TBL	1	CVcT	kh ɯ ŋ ⁵⁵
#
635	Achang_Lianghe	! @nh36	3	116	round	1259	thuɑn³¹	round	tʰ u ɑ n ³¹	?	?	round	thuɑn³¹  | 1696.48	Achang (Lianghe) JZ-Achang	3	CVcT	th uɑ n ³¹
636	Achang_Longchuan_B	! @nh36	4	117	round	1259	lum³¹	round	l u m ³¹	?	?	round	lum³¹  | 807.41	Achang (Longchuan) ZMYYC	4	CVcT	l u m ³¹
637	Achang_Luxi	! @nh36	2	115	round	1259	thuan³¹	round	tʰ u a n ³¹	?	?	round	thuan³¹  | 807.38	Achang (Luxi) JZ-Achang	2	CVcT	th ua n ³¹
638	Atsi_B	! @nh36	0 1	114	round	1259	liŋ⁵⁵	round	l i ŋ ⁵⁵	?	?	round	liŋ⁵⁵  | 807.42	Atsi [Zaiwa] ZMYYC	1	CVcT	l i ŋ ⁵⁵
639	Burmese_ZMYYC	! @nh36	5	118	round	1259	voṅ³	round	w o ŋ ³	?	vo₂ṅḥ	round	woŋ³  | 807.39	Burmese (Written) ZMYYC	5	CVcT	v o ṅ ³
641	Hpun	1 @lingulist, 0 @nh36	6 1	114	round	1259	ălàŋ	round	ă + l à ŋ	?	?	round (cp. Numeral classifier)	ălàŋ  | 15n54	Hpun (Northern) EJAH-Hpun	6 1	VCVc	ă ◦ l à ŋ
642	Hpun	1 @lingulist, 0 @nh36	6 1	114	round	1259	ălàŋ	round	ă + l à ŋ	?	?	spherical / round	ălàŋ  | 15n54	Hpun (Northern) EJAH-Hpun	6 1	VCVc	ă ◦ l à ŋ
640	Maru_B	! @nh36	0 1	114	round	1259	laŋ⁵⁵	round	l a ŋ ⁵⁵	?	?	round	laŋ⁵⁵  | 807.43	Maru [Langsu] ZMYYC	1	CVcT	l a ŋ ⁵⁵
#
633	Hpun	! @nh36	0 1	114	round (classifier)	1259	làŋ	round	l à ŋ	?	?	classifier for round things	làŋ  | 333	Hpun (Northern) EJAH-Hpun	1	CVc	l à ŋ
#
2280	Achang_Longchuan	! @nh36	6	387	section of road (classifier)	1105	khiŋ³¹	the road	kʰ i ŋ ³¹	?	?	section (of road / journey) clf	khiŋ³¹  | 0868.28	Achang (Longchuan) TBL	6	CVcT	kh i ŋ ³¹
2282	Atsi	! @nh36	25	382	section of road (classifier)	1105	tu̱m⁵⁵	the road	t u̱ m ⁵⁵	?	?	section (of road / journey) clf	tu̱m⁵⁵  | 0868.30	Atsi [Zaiwa] TBL	25	CVcT	t u̱ m ⁵⁵
2283	Bola	! @nh36	7	383	section of road (classifier)	1105	thauŋ³⁵	the road	tʰ a u ŋ ³⁵	?	?	section (of road / journey) clf	thauŋ³⁵  | 0868.32	Bola (Luxi) TBL	7	CVcT	th au ŋ ³⁵
2285	Lashi	! @nh36	7	383	section of road (classifier)	1105	thuŋ⁵⁵	the road	tʰ u ŋ ⁵⁵	?	?	section (of road / journey) clf	thuŋ⁵⁵  | 0868.33	Leqi (Luxi) TBL	7	CVcT	th u ŋ ⁵⁵
2284	Maru	! @nh36	9	388	section of road (classifier)	1105	lɛʔ⁵⁵	the road	l ɛ ʔ ⁵⁵	?	?	section (of road / journey) clf	lɛʔ⁵⁵  | 0868.31	Langsu (Luxi) TBL	9	CVcT	l ɛ ʔ ⁵⁵
2281	Xiandao	! @nh36	8	386	section of road (classifier)	1105	tɔk⁵⁵	the road	t ɔ k ⁵⁵	?	?	section (of road / journey) clf	tɔk⁵⁵  | 0868.29	Achang (Xiandao) TBL	8	CVcT	t ɔ k ⁵⁵
#
643	Achang_Lianghe	! @nh36	1 2 0 3 4	119	seven	1275	phɑ³¹kɯ⁵⁵ȵɑ³¹tɕi³¹	seven	pʰ ɑ ³¹ + k ɯ ⁵⁵ + ȵ ɑ ³¹ + tɕ i ³¹	?	?	seven	phɑ³¹ kɯ⁵⁵ ȵɑ³¹ tɕi³¹  | 1574.21	Achang (Lianghe) JZ-Achang	1 2 3 4	CVTCVTCVTCVT	ph ɑ ³¹ ◦ k ɯ ⁵⁵ ◦ ȵ ɑ ³¹ ◦ tɕ i ³¹
650	Achang_Longchuan	! @nh36	0 0 0 3 0	119	seven	1275	ȵit⁵⁵	seven	ȵ i t ⁵⁵	?	?	seven num	ȵit⁵⁵  | 0803.28	Achang (Longchuan) TBL	3	CVcT	ȵ i t ⁵⁵
644	Achang_Longchuan_B	! @nh36	0 0 0 3 0	119	seven	1275	ȵit⁵⁵	seven	ȵ i t ⁵⁵	?	?	seven	ȵit⁵⁵  | 917.41	Achang (Longchuan) ZMYYC	3	CVcT	ȵ i t ⁵⁵
645	Achang_Luxi	! @nh36	0 0 0 3 0	119	seven	1275	nit⁵⁵	seven	n i t ⁵⁵	?	?	seven	nit⁵⁵  | 01.068	Achang (Luxi) JZ-Achang	3	CVcT	n i t ⁵⁵
652	Atsi	! @nh36	0 0 0 3 0	119	seven	1275	ŋjit⁵⁵	seven	ŋ j i t ⁵⁵	?	?	seven num	ŋjit⁵⁵  | 0803.30	Atsi [Zaiwa] TBL	3	CCVcT	ŋ j i t ⁵⁵
646	Atsi_B	! @nh36	0 0 0 3 0	119	seven	1275	ŋji̱t	seven	ŋ j i̱ t	?	?	seven	ŋji̱t  | 917.42	Atsi [Zaiwa] ZMYYC	3	CCVc	ŋ j i̱ t
653	Bola	! @nh36	0 0 0 3 0	119	seven	1275	nɔ̱t⁵⁵	seven	n ɔ̱ t ⁵⁵	?	?	seven num	nɔ̱t⁵⁵  | 0803.32	Bola (Luxi) TBL	3	CVcT	n ɔ̱ t ⁵⁵
647	Burmese_ZMYYC	! @nh36	0 0 5 3 0	119	seven	1275	khunac	seven	kʰ u + n ɑ c	?	khunac	seven	khu nɑs  | 917.39	Burmese (Written) ZMYYC	5 3	CVCVc	kh u ◦ n a c
648	Hpun	! @nh36	6 7	120	seven	1275	aíŋthᴜ̀ʔ	seven	a í + ŋ tʰ ᴜ̀ ʔ	?	?	seven	aíŋthᴜ̀ʔ  | 69	Hpun (Northern) EJAH-Hpun	6 7	VcCVc	aí ŋ ◦ th ᴜ̀ ʔ
