# Wordlist

# DATA
ID	CHECK	CLUSTERFORMAT	CLUSTERID	COGID	CONCEPT	CONCEPTID	CONCEPT_VARIANTS	DOCULECT	FORM_VARIANTS	HOMOPHONES	ID_BACK	IPA	METAGLOSS	MORPHEMES	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
1644	-	0 0 0 0 0 0 1 0 0 0 0 6 0	373	386	the glutinous rice	160	0	Maru	0	0	2214	tsɔ̆³¹pauŋ³⁵	the rice	ts ɔ̆ ³¹ + p a u ŋ ³⁵	rice (glutinous) n	tsɔ̆³¹ pauŋ³⁵  | 0404.31	Langsu (Luxi) TBL	1 6	CVTCVcT	ts ɔ̆ ³¹ ◦ p au ŋ ³⁵
1645	-	0 0 0 0 4 5 0 0 0 0 0 0 0	373	386	the glutinous rice	160	0	Xiandao	0	0	2211	ɲ̊aŋ⁵⁵mɔ³¹	the rice	ɲ̊ a ŋ ⁵⁵ + m ɔ ³¹	rice (glutinous) n	ɲ̊aŋ⁵⁵ mɔ³¹  | 0404.29	Achang (Xiandao) TBL	4 5	CVcTCVT	ɲ̊ a ŋ ⁵⁵ ◦ m ɔ ³¹
1646	-	0	0	0	the glutinous rice	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1647	-	0 0 0 0 0 0 1 9 0 0 0 0 0	373	387	the glutinous rice cake	161	0	Achang_Lianghe	0	0	2195	tɕɑ³¹l̥iɑʔ⁵⁵	the rice	tɕ ɑ ³¹ + l̥ i ɑ ʔ ⁵⁵	glutinous rice cake	tɕɑ³¹ l̥iɑʔ⁵⁵  | 0409.43	Achang (Lianghe) JZ-Achang	1 9	CVTCVcT	tɕ ɑ ³¹ ◦ l̥ iɑ ʔ ⁵⁵
1648	-	0 0 0 0 0 0 1 9 0 0 0 0 0	373	387	the glutinous rice cake	161	0	Achang_Luxi	0	0	2196	tsa³¹lia⁵⁵	the rice	ts a ³¹ + l i a ⁵⁵	glutinous rice cake	tsa³¹ lia⁵⁵  | 0448.42	Achang (Luxi) JZ-Achang	1 9	CVTCVT	ts a ³¹ ◦ l ia ⁵⁵
1649	-	0	0	0	the glutinous rice cake	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1664	-	25	259	225	the grandchild	162	0	Hpun	0	0	1520	ămyì	the grandchild	?	grandchild	ămyì  | T.26	Hpun (Northern) EJAH-Hpun	25	VCCV	ă ◦ m y ì
1665	-	0	0	0	the grandchild	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1666	-	1 0 0 0	260	228	the grass	163	0	Achang_Lianghe	0	0	1527	tɕhɛ⁵⁵	the grass	tɕʰ ɛ ⁵⁵	grass 1	tɕhɛ⁵⁵  | 1393.43	Achang (Lianghe) JZ-Achang	1	CVT	tɕh ɛ ⁵⁵
1667	-	5	261	230	the grass	163	0	Achang_Longchuan	0	0	1538	sa⁵⁵	the grass	s a ⁵⁵	grass 2	sa⁵⁵  | 0436.28	Achang (Longchuan) TBL	5	CVT	s a ⁵⁵
1668	-	0 0 0 2	260	228	the grass	163	0	Achang_Luxi	0	0	1528	man⁵⁵	the grass	m a n ⁵⁵	grass 1	man⁵⁵  | 1712.30	Achang (Luxi) JZ-Achang	2	CVcT	m a n ⁵⁵
1669	-	0 3 0 0	260	228	the grass	163	0	Atsi	0	0	1529	na̱m²¹	the grass	n a̱ m ²¹	grass 1	na̱m²¹  | 0436.30	Atsi [Zaiwa] TBL	3	CVcT	n a̱ m ²¹
1670	-	0 0 0 2	260	228	the grass	163	0	Atsi_B	0	0	1530	ma̱n²¹	the grass	m a̱ n ²¹	grass 1	ma̱n²¹  | 218.42	Atsi [Zaiwa] ZMYYC	2	CVcT	m a̱ n ²¹
1671	-	0 0 0 2	260	228	the grass	163	0	Bola	0	0	1531	mɛ̱̃³⁵	the grass	m ɛ̱̃ ³⁵	grass 1	mɛ̱̃³⁵  | 0436.32	Bola (Luxi) TBL	2	CVVT	m ɛ̱̃ ∼ ³⁵
1672	-	0 0 0 2	260	228	the grass	163	0	Burmese_ZMYYC	0	0	1532	mrak	the grass	m r ɑ k	grass 1	mrɑk  | 218.39	Burmese (Written) ZMYYC	2	CCVc	m r a k
1673	-	0 0 4 2	260	228	the grass	163	0	Hpun	tămyòʼ // tămyᴜ̀ʔ	0	1533	tămyòʼ	the grass	t ă + m y òʼ	grass 1	tămyòʼ, tămyᴜ̀ʔ  | L.153	Hpun (Northern) EJAH-Hpun	4 2	CVCCVc	t ă ◦ m y ò ʔ
1674	-	0 0 0 2	260	228	the grass	163	0	Lashi	0	0	1536	ma̱n⁵⁵	the grass	m a̱ n ⁵⁵	grass 1	ma̱n⁵⁵  | 0436.33	Leqi (Luxi) TBL	2	CVcT	m a̱ n ⁵⁵
1675	-	0 0 0 2	260	228	the grass	163	0	Maru	0	0	1535	ma̱ŋ³⁵	the grass	m a̱ ŋ ³⁵	grass 1	ma̱ŋ³⁵  | 0436.31	Langsu (Luxi) TBL	2	CVcT	m a̱ ŋ ³⁵
1676	-	0 0 0 2	260	228	the grass	163	0	Maru_B	0	0	1537	mə̱ŋ³⁵	the grass	m ə̱ ŋ ³⁵	grass 1	mə̱ŋ³⁵  | 218.43	Maru [Langsu] ZMYYC	2	CVcT	m ə̱ ŋ ³⁵
1677	-	5	261	230	the grass	163	0	Xiandao	0	0	1539	sa⁵⁵	the grass	s a ⁵⁵	grass 2	sa⁵⁵  | 0436.29	Achang (Xiandao) TBL	5	CVT	s a ⁵⁵
1678	-	0 0 0 2	260	228	the grass	163	0	Old_Burmese	0	0	1532	mrak	the grass	m r ɑ k	grass 1	mrak | 1	Burmese (Written) ZMYYC	2	CCVc	m r a k
1679	-	0	0	0	the grass	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1680	-	1	263	232	the grease	164	0	Lashi_B	0	fat // the grease	1540	tshu³³	the grease	tsʰ u ³³	oil / grease (for cooking)	tshu³³  | 8.3.2	Lashi DQ-Lashi	1	CVT	tsh u ³³
1681	-	1	263	232	the grease	164	0	Maru_C	0	the omentum // the grease	1541	tshau³¹	the grease	tsʰ a u ³¹	oil / grease (for cooking)	tshau³¹  | 8.3.2	Maru [Langsu] DQ-Langsu	1	CVT	tsh au ³¹
1682	-	0	0	0	the grease	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1695	-	4	54	637	the green onion	165	0	Achang_Lianghe	0	0	263	tshuŋ³¹	green	tsʰ u ŋ ³¹	green onion	tshuŋ³¹  | 0793.30	Achang (Lianghe) JZ-Achang	4	CVcT	tsh u ŋ ³¹
1696	-	5 6	56	661	the green onion	165	0	Achang_Luxi	0	0	264	fu⁵⁵mɔ⁵¹	green	f u ⁵⁵ + m ɔ ⁵¹	green onion	fu⁵⁵ mɔ⁵¹  | index	Achang (Luxi) JZ-Achang	5 6	CVTCVT	f u ⁵⁵ ◦ m ɔ ⁵¹
1697	-	0	0	0	the green onion	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1713	-	5 0 6 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Achang_Lianghe	0	0	1061	u³¹phɛi³¹	the body hair	u ³¹ + pʰ ɛ i ³¹	hair	u³¹ phɛi³¹  | 96.	Achang (Lianghe) JZ-Achang	5 6	VTCVT	u ³¹ ◦ ph ɛi ³¹
1714	-	5 0 0 0 0 0 0 0 0 0 0 0 0 3	204	144	the hair	166	0	Achang_Longchuan	0	0	1081	u³¹mui³¹	the body hair	u ³¹ + m u i ³¹	hair n	u³¹ mui³¹  | 0075.28	Achang (Longchuan) TBL	5 3	VTCVT	u ³¹ ◦ m ui ³¹
1715	-	5 0 0 0 0 0 0 0 0 0 0 0 0 3	204	144	the hair	166	0	Achang_Longchuan_C	0	0	1062	u³¹mui³¹	the body hair	u ³¹ + m u i ³¹	hair	u³¹ mui³¹  | 246	Achang (Longchuan) JZ-Achang	5 3	VTCVT	u ³¹ ◦ m ui ³¹
1716	-	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Achang_Luxi	0	0	1063	tsham³⁵	the body hair	tsʰ a m ³⁵	hair	tsham³⁵  | 235.7	Achang (Luxi) JZ-Achang	7	CVcT	tsh a m ³⁵
1717	-	5 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Atsi	0	0	1083	u²¹tsham⁵¹	the body hair	u ²¹ + tsʰ a m ⁵¹	hair n	u²¹ tsham⁵¹  | 0075.30	Atsi [Zaiwa] TBL	5 7	VTCVcT	u ²¹ ◦ tsh a m ⁵¹
1718	-	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Bola	0	0	1084	tshɛ̃⁵⁵	the body hair	tsʰ ɛ̃ ⁵⁵	hair n	tshɛ̃⁵⁵  | 0075.32	Bola (Luxi) TBL	7	CVVT	tsh ɛ̃ ∼ ⁵⁵
1719	-	0 0 0 0 0 0 0 0 8 0 9 0 0 0	204	144	the hair	166	0	Hpun_B	0	the hair // the head hair	1064	ăʃɛ¹	the body hair	ă + ʃ ɛ ¹	hair	ăʃɛ¹  | G.114	Hpun (Metjo) GHL-PPB	8 9	VCVT	ă ◦ ʃ ɛ ¹
1720	-	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Lashi	0	0	1086	tsham³³	the body hair	tsʰ a m ³³	hair n	tsham³³  | 0075.33	Leqi (Luxi) TBL	7	CVcT	tsh a m ³³
1721	-	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Lashi_B	0	the hair // the head hair	1065	tsham³³	the body hair	tsʰ a m ³³	hair	tsham³³  | 8.1	Lashi DQ-Lashi	7	CVcT	tsh a m ³³
1722	-	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Maru	0	0	1085	tshɛ̃³¹	the body hair	tsʰ ɛ̃ ³¹	hair n	tshɛ̃³¹  | 0075.31	Langsu (Luxi) TBL	7	CVVT	tsh ɛ̃ ∼ ³¹
1723	-	0 7 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Maru_C	0	the hair // the head hair	1066	tshɛ̃³¹	the body hair	tsʰ ɛ̃ ³¹	hair	tshɛ̃³¹  | 8.1	Maru [Langsu] DQ-Langsu	7	CVVT	tsh ɛ̃ ∼ ³¹
1724	-	5 0 0 0 0 0 0 0 0 0 0 0 0 0	204	144	the hair	166	0	Xiandao	0	0	1082	u³¹	the body hair	u ³¹	hair n	u³¹  | 0075.29	Achang (Xiandao) TBL	5	VT	u ³¹
1725	-	0	0	0	the hair	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1726	-	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	145	the hair or fur or down	167	0	Achang_Longchuan	0	the hair or fur or down // the feather	1069	a³¹mui³¹	the body hair	a ³¹ + m u i ³¹	hair / down n	a³¹ mui³¹  | 0266.28	Achang (Longchuan) TBL	8 3	VTCVT	a ³¹ ◦ m ui ³¹
1727	-	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	145	the hair or fur or down	167	0	Achang_Longchuan_B	0	0	1077	a³¹mui³¹	the body hair	a ³¹ + m u i ³¹	hair / fur	a³¹ mui³¹  | 172.41	Achang (Longchuan) ZMYYC	8 3	VTCVT	a ³¹ ◦ m ui ³¹
1728	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Atsi	0	the hair or fur or down // the feather	1071	ʃŏ²¹mau⁵⁵	the body hair	ʃ ŏ ²¹ + m a u ⁵⁵	hair / down n	ʃŏ²¹ mau⁵⁵  | 0266.30	Atsi [Zaiwa] TBL	9 3	CVTCVT	ʃ ŏ ²¹ ◦ m au ⁵⁵
1729	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Atsi_B	0	0	1078	sŏ²¹mau⁵⁵	the body hair	s ŏ ²¹ + m a u ⁵⁵	hair / fur	sŏ²¹ mau⁵⁵  | 172.42	Atsi [Zaiwa] ZMYYC	9 3	CVTCVT	s ŏ ²¹ ◦ m au ⁵⁵
1730	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Bola	0	0	1072	ʃă³⁵mau³⁵	the body hair	ʃ ă ³⁵ + m a u ³⁵	hair / down n	ʃă³⁵ mau³⁵  | 0266.32	Bola (Luxi) TBL	9 3	CVTCVT	ʃ ă ³⁵ ◦ m au ³⁵
1731	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Bola_B	0	0	1068	ʃă³⁵mau³⁵	the body hair	ʃ ă ³⁵ + m a u ³⁵	hair (animal)	ʃă³⁵ mau³⁵  | 316	Bola DQ-Bola	9 3	CVTCVT	ʃ ă ³⁵ ◦ m au ³⁵
1732	-	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	145	the hair or fur or down	167	0	Burmese_ZMYYC	0	the hair or fur or down // the feather	1079	a mveḥ	the body hair	ɑ ¹ + m w e ³	hair / fur	ɑ¹ mwe³  | 172.39	Burmese (Written) ZMYYC	8 3	V_CCVT	a ◦ m v e ḥ
1733	-	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	145	the hair or fur or down	167	0	Hpun	ămyà̃iʼ // myàiŋ	0	1075	ămyà̃iʼ	the body hair	ă + m y à̃ iʼ	hair / feathers	ămyà̃iʼ, myàiŋ  | T.26	Hpun (Northern) EJAH-Hpun	8 3	VCCVVc	ă m y à̃i ∼ ʔ
1734	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Lashi	0	0	1074	ʃŏ⁵⁵mou⁵⁵	the body hair	ʃ ŏ ⁵⁵ + m o u ⁵⁵	hair / down n	ʃŏ⁵⁵ mou⁵⁵  | 0266.33	Leqi (Luxi) TBL	9 3	CVTCVT	ʃ ŏ ⁵⁵ ◦ m ou ⁵⁵
1735	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Maru	0	the hair or fur or down // the feather	1073	ʃɔ̆³⁵muk⁵⁵	the body hair	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	hair / down n	ʃɔ̆³⁵ muk⁵⁵  | 0266.31	Langsu (Luxi) TBL	9 3	CVTCVcT	ʃ ɔ̆ ³⁵ ◦ m u k ⁵⁵
1736	-	0 0 0 0 0 0 0 0 0 0 9 0 0 3	204	145	the hair or fur or down	167	0	Maru_B	0	0	1080	ʃɔ̆³⁵muk⁵⁵	the body hair	ʃ ɔ̆ ³⁵ + m u k ⁵⁵	hair / fur	ʃɔ̆³⁵ muk⁵⁵  | 172.43	Maru [Langsu] ZMYYC	9 3	CVTCVcT	ʃ ɔ̆ ³⁵ ◦ m u k ⁵⁵
1737	-	0 0 0 0 0 0 0 0 0 0 0 0 0 3	204	145	the hair or fur or down	167	0	Xiandao	0	0	1070	mui³¹	the body hair	m u i ³¹	hair / down n	mui³¹  | 0266.29	Achang (Xiandao) TBL	3	CVT	m ui ³¹
1738	-	0 0 0 0 0 0 0 0 0 0 0 0 0 3	204	145	the hair or fur or down	167	0	Xiandao_B	0	the hair or fur or down // the feather	1067	mui³¹	the body hair	m u i ³¹	hair (animal)	mui³¹  | 316	Achang (Xiandao) DQ-Xiandao	3	CVT	m ui ³¹
1739	-	0 0 0 0 0 0 0 0 8 0 0 0 0 3	204	145	the hair or fur or down	167	0	Old_Burmese	0	the hair or fur or down // the feather	1079	muyḥ	the body hair	ɑ ¹ + m w e ³	hair / fur	muyḥ | ?	Burmese (Written) ZMYYC	8 3	V_CCVT	m u y ḥ
1740	-	0	0	0	the hair or fur or down	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1741	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Achang_Lianghe	0	0	1569	lɑ³¹	the hand	l ɑ ³¹	hand	lɑ³¹  | 1719.43	Achang (Lianghe) JZ-Achang	1	CVT	l ɑ ³¹
1742	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Achang_Longchuan_C	0	0	1570	lɔʔ⁵⁵	the hand	l ɔ ʔ ⁵⁵	hand	lɔʔ⁵⁵  | 1023	Achang (Longchuan) JZ-Achang	1	CVcT	l ɔ ʔ ⁵⁵
1743	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Achang_Luxi	0	0	1571	laʔ³¹	the hand	l a ʔ ³¹	hand	laʔ³¹  | 1356.19	Achang (Luxi) JZ-Achang	1	CVcT	l a ʔ ³¹
1744	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Atsi_C	0	0	1575	loʔ²¹	the hand	l o ʔ ²¹	hand	loʔ²¹  | U.33	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	l o ʔ ²¹
1745	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Atsi_D	0	0	1574	lɔʔ²	the hand	l ɔ ʔ ²	hand	lɔʔ²  | U.33	Atsi [Zaiwa] GHL-PPB	1	CVcT	l ɔ ʔ ²
1746	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Bola	0	0	1576	laʔ³¹	the hand	l a ʔ ³¹	hand	laʔ³¹  | 0107.32	Bola (Luxi) TBL	1	CVcT	l a ʔ ³¹
1747	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Burmese_ZMYYC	0	0	1577	lak	the hand	l ɑ k	hand	lɑk  | 251.39	Burmese (Written) ZMYYC	1	CVc	l a k
1748	-	6 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Hpun	0	0	1579	ălᴜ̀ʔ	the hand	ă + l ᴜ̀ ʔ	hand	ălᴜ̀ʔ  | U.33	Hpun (Northern) EJAH-Hpun	6 1	VCVc	ă ◦ l ᴜ̀ ʔ
1749	-	6 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Hpun_B	0	0	1578	ălᴜʔ⁵	the hand	ă + l ᴜ ʔ ⁵	hand	ălᴜʔ⁵  | U.33	Hpun (Metjo) GHL-PPB	6 1	VCVcT	ă ◦ l ᴜ ʔ ⁵
1750	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Lashi_B	0	0	1582	lɔʔ³¹	the hand	l ɔ ʔ ³¹	hand	lɔʔ³¹  | 6.1.7	Lashi DQ-Lashi	1	CVcT	l ɔ ʔ ³¹
1751	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Lashi_C	0	0	1581	lɔʔ³	the hand	l ɔ ʔ ³	hand	lɔʔ³  | U.33	Lashi (Lachhe') GHL-PPB	1	CVcT	l ɔ ʔ ³
1752	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Maru	0	0	1580	lɔʔ³¹	the hand	l ɔ ʔ ³¹	hand	lɔʔ³¹  | 0107.31	Langsu (Luxi) TBL	1	CVcT	l ɔ ʔ ³¹
1753	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Maru_E	0	0	1583	loʔ²	the hand	l o ʔ ²	hand	loʔ²  | U.33	Maru [Langsu] GHL-PPB	1	CVcT	l o ʔ ²
1754	-	0 1 5 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Xiandao	0	0	1573	lɔʔ⁵⁵n̥au³¹	the hand	l ɔ ʔ ⁵⁵ + n̥ a u ³¹	hand	lɔʔ⁵⁵ n̥au³¹  | 0107.29	Achang (Xiandao) TBL	1 5	CVcTCVT	l ɔ ʔ ⁵⁵ ◦ n̥ au ³¹
1755	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Xiandao_B	0	0	1572	lɔʔ⁵⁵	the hand	l ɔ ʔ ⁵⁵	hand	lɔʔ⁵⁵  | 130	Achang (Xiandao) DQ-Xiandao	1	CVcT	l ɔ ʔ ⁵⁵
1756	-	0 1 0 0 0 0 0 0 0 0 0	267	238	the hand	168	0	Old_Burmese	0	0	1577	lak	the hand	l ɑ k	hand	lak | ?	Burmese (Written) ZMYYC	1	CVc	l a k
1757	-	0	0	0	the hand	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1763	-	0 1 0 7 0 0 0 0 0 0 0	267	239	the hand web	169	0	Xiandao_B	0	0	1584	lɔʔ⁵⁵o³¹	the hand	l ɔ ʔ ⁵⁵ + o ³¹	hand web	lɔʔ⁵⁵ o³¹  | 132.1	Achang (Xiandao) DQ-Xiandao	1 7	CVcTVT	l ɔ ʔ ⁵⁵ ◦ o ³¹
1764	-	0	0	0	the hand web	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1772	-	0 1 0 0 2	268	243	the head	170	0	Achang_Lianghe	0	0	1590	u³¹nuŋ³¹	the head	u ³¹ + n u ŋ ³¹	head	u³¹ nuŋ³¹  | 98	Achang (Lianghe) JZ-Achang	1 2	VTCVcT	u ³¹ ◦ n u ŋ ³¹
1773	-	3 0 4 0 0	268	243	the head	170	0	Achang_Longchuan	0	0	1601	ni³¹kuaŋ³¹	the head	n i ³¹ + k u a ŋ ³¹	head n	ni³¹ kuaŋ³¹  | 0074.28	Achang (Longchuan) TBL	3 4	CVTCVcT	n i ³¹ ◦ k ua ŋ ³¹
1774	-	3 0 4 0 0	268	243	the head	170	0	Achang_Longchuan_C	0	0	1591	nă³¹kuaŋ³¹	the head	n ă ³¹ + k u a ŋ ³¹	head	nă³¹ kuaŋ³¹  | R.19	Achang (Longchuan) JZ-Achang	3 4	CVTCVcT	n ă ³¹ ◦ k ua ŋ ³¹
1775	-	0 1 0 0 2	268	243	the head	170	0	Achang_Luxi	0	0	1592	u⁵⁵nɔŋ⁵⁵	the head	u ⁵⁵ + n ɔ ŋ ⁵⁵	head	u⁵⁵ nɔŋ⁵⁵  | 48	Achang (Luxi) JZ-Achang	1 2	VTCVcT	u ⁵⁵ ◦ n ɔ ŋ ⁵⁵
1776	-	0 1 0 5 0	268	243	the head	170	0	Atsi	0	0	1603	u²¹lu̱m²¹	the head	u ²¹ + l u̱ m ²¹	head n	u²¹ lu̱m²¹  | 0074.30	Atsi [Zaiwa] TBL	1 5	VTCVcT	u ²¹ ◦ l u̱ m ²¹
1777	-	0 1 0 5 0	268	243	the head	170	0	Atsi_C	0	0	1594	u²¹lu̱m²¹	the head	u ²¹ + l u̱ m ²¹	head	u²¹ lu̱m²¹  | 2.3	Atsi [Zaiwa] JZ-Zaiwa	1 5	VTCVcT	u ²¹ ◦ l u̱ m ²¹
1778	-	0 1 0 5 0	268	243	the head	170	0	Bola	0	0	1604	u̱³⁵lam³¹	the head	u̱ ³⁵ + l a m ³¹	head n	u̱³⁵ lam³¹  | 0074.32	Bola (Luxi) TBL	1 5	VTCVcT	u̱ ³⁵ ◦ l a m ³¹
1779	-	0 1 0 5 0	268	243	the head	170	0	Bola_B	0	0	1595	u̱³⁵lam³¹	the head	u̱ ³⁵ + l a m ³¹	head	u̱³⁵ lam³¹  | 96	Bola DQ-Bola	1 5	VTCVcT	u̱ ³⁵ ◦ l a m ³¹
1780	-	0 0 4 0 0	268	243	the head	170	0	Burmese_ZMYYC	0	0	1596	khoṅḥ	the head	kʰ ɔ ŋ ³	head	khɔŋ³  | 232.39	Burmese (Written) ZMYYC	4	CVcT	kh o ṅ ḥ
1781	-	6 7	269	244	the head	170	0	Hpun	0	0	1597	ăpɔ̀ŋ	the head	ă + p ɔ̀ ŋ	head	ăpɔ̀ŋ  | Q.49	Hpun (Northern) EJAH-Hpun	6 7	VCVc	ă ◦ p ɔ̀ ŋ
1782	-	0 1 0 5 0	268	243	the head	170	0	Lashi	0	0	1606	wo̱⁵⁵lɔ̱m⁵³	the head	w o̱ ⁵⁵ + l ɔ̱ m ⁵³	head n	wo̱⁵⁵ lɔ̱m⁵³  | 0074.33	Leqi (Luxi) TBL	1 5	CVTCVcT	w o̱ ⁵⁵ ◦ l ɔ̱ m ⁵³
1783	-	0 1 0 5 0	268	243	the head	170	0	Lashi_B	0	0	1598	wo̱⁵⁵lɔ̱m⁵³	the head	w o̱ ⁵⁵ + l ɔ̱ m ⁵³	head	wo̱⁵⁵ lɔ̱m⁵³  | 2.1	Lashi DQ-Lashi	1 5	CVTCVcT	w o̱ ⁵⁵ ◦ l ɔ̱ m ⁵³
1784	-	0 1 0 5 0	268	243	the head	170	0	Maru	0	0	1605	au³⁵lam³⁵	the head	a u ³⁵ + l a m ³⁵	head n	au³⁵ lam³⁵  | 0074.31	Langsu (Luxi) TBL	1 5	VTCVcT	au ³⁵ ◦ l a m ³⁵
1785	-	0 1 0 5 0	268	243	the head	170	0	Maru_B	0	0	1600	a̱u³³lam³⁵	the head	a̱ u ³³ + l a m ³⁵	head	a̱u³³ lam³⁵  | 232.43	Maru [Langsu] ZMYYC	1 5	VTCVcT	a̱u ³³ ◦ l a m ³⁵
1786	-	0 1 0 5 0	268	243	the head	170	0	Maru_C	0	0	1599	au³⁵lam³⁵	the head	a u ³⁵ + l a m ³⁵	head	au³⁵ lam³⁵  | 2.1	Maru [Langsu] DQ-Langsu	1 5	VTCVcT	au ³⁵ ◦ l a m ³⁵
1787	-	0 1 4 0 0	268	243	the head	170	0	Xiandao	0	0	1602	u³¹kɔŋ³¹	the head	u ³¹ + k ɔ ŋ ³¹	head n	u³¹ kɔŋ³¹  | 0074.29	Achang (Xiandao) TBL	1 4	VTCVcT	u ³¹ ◦ k ɔ ŋ ³¹
1788	-	0 1 4 0 0	268	243	the head	170	0	Xiandao_B	0	0	1593	u³¹kɔŋ³¹	the head	u ³¹ + k ɔ ŋ ³¹	head	u³¹ kɔŋ³¹  | 96	Achang (Xiandao) DQ-Xiandao	1 4	VTCVcT	u ³¹ ◦ k ɔ ŋ ³¹
1789	-	0 0 4 0 0	268	243	the head	170	0	Old_Burmese	0	0	1596	kho₂ṅḥ	the head	kʰ ɔ ŋ ³	head	kho₂ṅḥ | ?	Burmese (Written) ZMYYC	4	CVcT	kh o ₂ ṅ ḥ
1790	-	0	0	0	the head	0	-	Proto-Burmese	-	-	-	0	-	-	0	0	-	0	-	0
#
1791	-	2 0 3 0 0	264	234	the head hair	171	0	Achang_Longchuan_B	0	0	1557	u³¹mui³¹	the hair	u ³¹ + m u i ³¹	hair of head	u³¹ mui³¹  | 234.41	Achang (Longchuan) ZMYYC	2 3	VTCVT	u ³¹ ◦ m ui ³¹
1792	-	2 0 0 1 0	264	234	the head hair	171	0	Atsi_B	0	0	1559	u²¹tsham⁵¹	the hair	u ²¹ + tsʰ a m ⁵¹	hair of head	u²¹ tsham⁵¹  | 234.42	Atsi [Zaiwa] ZMYYC	2 1	VTCVcT	u ²¹ ◦ tsh a m ⁵¹
1793	-	2 0 0 1 0	264	234	the head hair	171	0	Atsi_C	0	0	1549	u²¹tsham⁵¹	the hair	u ²¹ + tsʰ a m ⁵¹	hair (head)	u²¹ tsham⁵¹  | 2.3	Atsi [Zaiwa] JZ-Zaiwa	2 1	VTCVcT	u ²¹ ◦ tsh a m ⁵¹
1794	-	0 0 0 1 0	264	234	the head hair	171	0	Atsi_D	0	0	1558	tsʻɑm²	the hair	ts ʻ ɑ m ²	hair of head	tsʻɑm²  | S.34	Atsi [Zaiwa] GHL-PPB	1	CVcT	tsʰ ɑ m ²
1795	-	0 0 0 1 0	264	234	the head hair	171	0	Bola_B	0	0	1550	tsʰɛ̃⁵⁵	the hair	tsʰ ɛ̃ ⁵⁵	hair (head)	tsʰɛ̃⁵⁵  | 97	Bola DQ-Bola	1	CVVT	tsʰ ɛ̃ ∼ ⁵⁵
