ID	DOCULECT	CONCEPT	DOCULECT_IS	CONCEPT_NUMBER_IS	VALUE_IS	VALUE	NOTES	NOTES_MM	COGID	SEGMENTS
1432	Atsi	search-1	Atsi	312	hô	hô			310	h ô
1433	Maru	search-1	Maru	312	γò	γò			310	 + γ ò
1434	Proto-Burmish	search-1	PB	312	ha¹ᵃ	ha¹ᵃ			310	h a ¹ᵃ
1435	Rangoon	search-1	Spoken Burmese	312	šá	šá			310	š á
1436	Akha	search-2	Akha	313	šápɔ̄ʔ	šápɔ̄ʔ	Lisu: 'circle about'		311	š á + p ɔ̄ ʔ
1437	Lisu	search-2	Lisu	313	phɔ̌	phɔ̌	Lisu: 'circle about'		311	p h ɔ̌
1438	Proto-Lolo	search-2	PL	313	phoʔ²	phoʔ²	Lisu: 'circle about'		311	p h o ʔ ²
1439	Akha	see	Akha	314	mɔ́	mɔ́			312	m ɔ́
1440	Atsi	see	Atsi	314	myâŋ	myâŋ			312	m y â ŋ
1441	Lisu	see	Lisu	314	mɔ̄	mɔ̄			312	m ɔ̄
1442	Maru	see	Maru	314	myà	myà			312	m y à
1443	Proto-Burmish	see	PB	314	myaŋ¹ᵃ	myaŋ¹ᵃ			312	m ya ŋ ¹ᵃ
1444	Proto-Lolo	see	PL	314	mɔ¹	mɔ¹			312	m ɔ ¹
1445	Proto-Lolo-Burmese	see	PLB	314	myaŋ¹ᵃ	myaŋ¹ᵃ			312	m ya ŋ ¹ᵃ
1446	Rangoon	see	Spoken Burmese	314	myín	myín			312	m yí n
1447	Akha	seed-1	Akha	315	yø̀	yø̀			313	yø̀
1448	Proto-Lolo	seed-1	PL	315	yo²	yo²			313	yo ²
1449	Atsi	seed-2	Atsi	316	ăcī	ăcī	PB: CB		314	ă + c ī
1450	Maru	seed-2	Maru	316	ăcít	ăcít	PB: CB		314	ă + c í t
1451	Proto-Burmish	seed-2	PB	316	tlV³	tlV³	PB: CB		314	t l V ³
1452	Rangoon	seed-2	Spoken Burmese	316	ăsì	ăsì	PB: CB		314	ă + s ì
1453	Atsi	seed-3	Atsi	317	àmyùi	àmyùi			315	à + m y ù i
1454	Proto-Burmish	seed-3	PB	317	myo²	myo²			315	m yo ²
1455	Rangoon	seed-3	Spoken Burmese	317	ămyôu	ămyôu			315	ă + m y ô u
1456	Akha	sell	Akha	318	ɔ̀n	ɔ̀n	BSB: I; PL: Akha		316	ɔ̀ n
1457	Atsi	sell	Atsi	318	úŋ	úŋ	BSB: I; PL: Akha		316	ú ŋ
1458	Maru	sell	Maru	318	ōŋ	ōŋ	BSB: I; PL: Akha		316	ō ŋ
1459	Proto-Burmish	sell	PB	318	oŋ²	oŋ²	BSB: I; PL: Akha		316	o ŋ ²
1460	Proto-Lolo	sell	PL	318	oŋ²	oŋ²	BSB: I; PL: Akha		316	o ŋ ²
1461	Proto-Lolo-Burmese	sell	PLB	318	oŋ²	oŋ²	BSB: I; PL: Akha		316	o ŋ ²
1462	Rangoon	sell	Spoken Burmese	318	yâun	yâun	BSB: I; PL: Akha		316	y â u n
1463	Atsi	sesamum	Atsi	319	nʔàm	nʔàm			317	n ʔ à m
1464	Maru	sesamum	Maru	319	nʔīn	nʔīn			317	n ʔ ī n
1465	Proto-Burmish	sesamum	PB	319	nʔam²	nʔam²			317	n ʔ a m ²
1466	Rangoon	sesamum	Spoken Burmese	319	hnân	hnân			317	h n â n
1467	Lisu	seven-1	Lisu	320	šù̸	šù̸			318	š ù̸
1468	Proto-Lolo	seven-1	PL	320	sei²	sei²			318	s ei ²
1469	Atsi	seven-2	Atsi	321	nʔyitlʔùm	nʔyitlʔùm	BSB: V		319	n ʔ yi + t l + ʔ ù m
1470	Maru	seven-2	Maru	321	nʔat	nʔat	BSB: V		319	n ʔ a t
1471	Proto-Burmish	seven-2	PB	321	nʔit	nʔit	BSB: V		319	n ʔ i t
1472	Rangoon	seven-2	Spoken Burmese	321	khúnniʔ	khúnniʔ	BSB: V		319	k h ú + nn i ʔ
1473	Akha	sew	Akha	322	gùʔ	gùʔ	Akha: I		320	g ù ʔ
1474	Atsi	sew	Atsi	322	khyup	khyup	Akha: I		320	k h yu p
1475	Maru	sew	Maru	322	khyáp	khyáp	Akha: I		320	k h yá p
1476	Proto-Burmish	sew	PB	322	khyup	khyup	Akha: I		320	k h yu p
1477	Rangoon	sew	Spoken Burmese	322	chouʔ	chouʔ	Akha: I		320	c h ou ʔ
1482	Akha	sharp	Akha	324	tāʔ	tāʔ			322	t ā ʔ
1483	Atsi	sharp	Atsi	324	thoʔ	thoʔ			322	t h o ʔ
1484	Lisu	sharp	Lisu	324	thæ̌	thæ̌			322	t h æ̌
1485	Proto-Burmish	sharp	PB	324	thaʔ	thaʔ			322	t h a ʔ
1486	Proto-Lolo	sharp	PL	324	thaʔ²	thaʔ²			322	t h a ʔ ²
1487	Proto-Lolo-Burmese	sharp	PLB	324	thaʔ²	thaʔ²			322	t h a ʔ ²
1488	Rangoon	sharp	Spoken Burmese	324	theʔ	theʔ			322	t h e ʔ
1489	Akha	sheep	Akha	325	yɔ́	yɔ́	PB: Ma		323	yɔ́
1490	Lisu	sheep	Lisu	325	âřɔ̄	âřɔ̄	PB: Ma		323	â + ř ɔ̄
1491	Maru	sheep	Maru	325	yà	yà	PB: Ma		323	y à
1492	Proto-Burmish	sheep	PB	325	yaŋ¹	yaŋ¹	PB: Ma		323	ya ŋ ¹
1493	Proto-Lolo	sheep	PL	325	yɔ¹	yɔ¹	PB: Ma		323	yɔ ¹
1494	Proto-Lolo-Burmese	sheep	PLB	325	yaŋ¹	yaŋ¹	PB: Ma		323	ya ŋ ¹
1495	Atsi	shield	Atsi	326	kô	kô			324	k ô
1496	Proto-Burmish	shield	PB	326	ka¹ᵃ	ka¹ᵃ			324	k a ¹ᵃ
1497	Rangoon	shield	Spoken Burmese	326	ká	ká			324	k á
1498	Atsi	shine, blaze	Atsi	327	tuʔ	tuʔ			325	t u ʔ
1499	Proto-Burmish	shine, blaze	PB	327	tok	tok			325	t o k
1500	Rangoon	shine, blaze	Spoken Burmese	327	tauʔ	tauʔ			325	t au ʔ
1501	Atsi	shoot	Atsi	328	pik	pik	BSB: Y		326	p i k
1502	Maru	shoot	Maru	328	pàk	pàk	BSB: Y		326	p à k
1503	Proto-Burmish	shoot	PB	328	pik	pik	BSB: Y		326	p i k
1504	Rangoon	shoot	Spoken Burmese	328	pyiʔ	pyiʔ	BSB: Y		326	p yi ʔ
1505	Atsi	shrimp	Atsi	329	pàutsún	pàutsún	BSB: V		327	p à u + t s ú n
1506	Proto-Burmish	shrimp	PB	329	tsun¹ᵇ	tsun¹ᵇ	BSB: V		327	t s u n ¹ᵇ
1507	Rangoon	shrimp	Spoken Burmese	329	băzún	băzún	BSB: V		327	b ă + z ú n
1508	Lisu	sibling (younger)	Lisu	330	nyî	nyî			328	n y î
1509	Proto-Lolo	sibling (younger)	PL	330	nyi³	nyi³			328	n yi ³
1510	Lisu	sing	Lisu	331	kwâ	kwâ			329	k w â
1511	Proto-Lolo	sing	PL	331	ḳa¹/³	ḳa¹/³			329	ḳ a ¹ + / ³
1512	Akha	six	Akha	332	kɔ̀ʔ	kɔ̀ʔ			330	k ɔ̀ ʔ
1513	Atsi	six	Atsi	332	khyuʔlʔùm	khyuʔlʔùm			330	k h yu + ʔ l + ʔ ù m
1514	Maru	six	Maru	332	khyók	khyók			330	k h y ó k
1515	Proto-Burmish	six	PB	332	khyok	khyok			330	k h yo k
1516	Proto-Lolo	six	PL	332	k̯hoʔ¹	k̯hoʔ¹			330	k̯ h o ʔ ¹
1517	Proto-Lolo-Burmese	six	PLB	332	khyok¹	khyok¹			330	k h yo k ¹
1518	Rangoon	six	Spoken Burmese	332	chauʔ	chauʔ			330	c h au ʔ
1519	Maru	skin	Maru	333	šăγìt	šăγìt			331	š ă + γ ì t
1520	Proto-Burmish	skin	PB	333	γei¹ᵃ	γei¹ᵃ			331	 + γ ei ¹ᵃ
1521	Rangoon	skin	Spoken Burmese	333	ăyéi	ăyéi			331	ă y é i
1522	Atsi	sky	Atsi	334	màu	màu	BSB: 'rain'; PL: La; Lisu: F		332	m à u
1523	Lisu	sky	Lisu	334	mùkwâ	mùkwâ	BSB: 'rain'; PL: La; Lisu: F		332	m ù + k w â
1524	Maru	sky	Maru	334	mùkkòŋ	mùkkòŋ	BSB: 'rain'; PL: La; Lisu: F		332	m ù + kk ò ŋ
1525	Proto-Burmish	sky	PB	334	mo²ᶜ	mo²ᶜ	BSB: 'rain'; PL: La; Lisu: F		332	m o ²ᶜ
1526	Proto-Lolo	sky	PL	334	mo²	mo²	BSB: 'rain'; PL: La; Lisu: F		332	m o ²
1527	Proto-Lolo-Burmese	sky	PLB	334	mo²ᶜ	mo²ᶜ	BSB: 'rain'; PL: La; Lisu: F		332	m o ²ᶜ
1528	Rangoon	sky	Spoken Burmese	334	môu	môu	BSB: 'rain'; PL: La; Lisu: F		332	m ô u
1529	Atsi	slave	Atsi	335	cûn	cûn			333	c û n
1530	Proto-Burmish	slave	PB	335	cun¹ᵃ	cun¹ᵃ			333	c u n ¹ᵃ
1531	Rangoon	slave	Spoken Burmese	335	cún	cún			333	c ú n
1532	Akha	sleep	Akha	336	yùʔ	yùʔ	PB:Ma		334	y ù ʔ
1533	Lisu	sleep	Lisu	336	yiʔtá	yiʔtá	PB:Ma		334	yi ʔ + t á
1534	Maru	sleep	Maru	336	yàp	yàp	PB:Ma		334	y à p
1535	Proto-Burmish	sleep	PB	336	yup	yup	PB:Ma		334	yu p
1536	Proto-Lolo	sleep	PL	336	yuʔ¹	yuʔ¹	PB:Ma		334	yu ʔ ¹
1537	Proto-Lolo-Burmese	sleep	PLB	336	yup¹	yup¹	PB:Ma		334	yu p ¹
1538	Akha	smoke (noun)	Akha	337	ùxø̀	ùxø̀			335	ù + x ø̀
1539	Atsi	smoke (noun)	Atsi	337	myìkhàu	myìkhàu			335	m y ì + k h à u
1540	Lisu	smoke (noun)	Lisu	337	mùkhù	mùkhù			335	m ù + k h ù
1541	Maru	smoke (noun)	Maru	337	mīkhúk	mīkhúk			335	m ī + k h ú k
1542	Proto-Burmish	smoke (noun)	PB	337	kho²	kho²			335	k h o ²
1543	Proto-Lolo	smoke (noun)	PL	337	ḳho²	ḳho²			335	ḳ h o ²
1544	Proto-Lolo-Burmese	smoke (noun)	PLB	337	kho²	kho²			335	k h o ²
1545	Rangoon	smoke (noun)	Spoken Burmese	337	khôu	khôu			335	k h ô u
1546	Atsi	snake	Atsi	338	lʔáŋmûi	lʔáŋmûi			336	l ʔ á ŋ + m û i
1547	Maru	snake	Maru	338	mòi	mòi			336	m ò i
1548	Proto-Burmish	snake	PB	338	mwei¹ᵃ/mwe¹ᵃ	mwei¹ᵃ/mwe¹ᵃ			336	m w ei ¹ᵃ + / m w e ¹ᵃ
1549	Rangoon	snake	Spoken Burmese	338	mwéi	mwéi			336	m w é i
1550	Atsi	snot	Atsi	339	nʔap	nʔap			337	n ʔ a p
1551	Maru	snot	Maru	339	nʔeʔ	nʔeʔ			337	n ʔ e ʔ
1552	Proto-Burmish	snot	PB	339	nʔap	nʔap			337	n ʔ a p
1553	Rangoon	snot	Spoken Burmese	339	hnaʔ	hnaʔ			337	h n a ʔ
1554	Atsi	son	Atsi	340	tsò	tsò		Burling did not list Burmese sâ which may be a loan from Pyu saḥ	338	t s ò
1555	Maru	son	Maru	340	tsō	tsō		Burling did not list Burmese sâ which may be a loan from Pyu saḥ	338	t s ō
1556	Proto-Burmish	son	PB	340	tsa²	tsa²		Burling did not list Burmese sâ which may be a loan from Pyu saḥ	338	t s a ²
1557	Proto-Burmish	son's wife (cf. female suffix)	PB	341	khywei²ma³	khywei²ma³	PL: La	Lahu form in Akha column in original book; corrected here	339	k h y + w ei ² + m a ³
1558	Proto-Lolo	son's wife (cf. female suffix)	PL	341	k̯hə²ma³	k̯hə²ma³	PL: La	Lahu form in Akha column in original book; corrected here	339	k̯ h ə ² + m a ³
1559	Proto-Lolo-Burmese	son's wife (cf. female suffix)	PLB	341	khywə²ma³	khywə²ma³	PL: La	Lahu form in Akha column in original book; corrected here	339	k h y + w ə ² + m a ³
1560	Rangoon	son's wife (cf. female suffix)	Spoken Burmese	341	chwêimà	chwêimà	PL: La	Lahu form in Akha column in original book; corrected here	339	c h w ê i + m à
1561	Atsi	span (arm)	Atsi	342	lâm	lâm	PL: La		340	l â m
1562	Maru	span (arm)	Maru	342	lìn	lìn	PL: La		340	l ì n
1563	Proto-Burmish	span (arm)	PB	342	lam¹ᵃ	lam¹ᵃ	PL: La		340	l a m ¹ᵃ
1564	Proto-Lolo	span (arm)	PL	342	lam¹	lam¹	PL: La		340	l a m ¹
1565	Proto-Lolo-Burmese	span (arm)	PLB	342	lam¹ᵃ	lam¹ᵃ	PL: La		340	l a m ¹ᵃ
1566	Rangoon	span (arm)	Spoken Burmese	342	lán	lán	PL: La		340	l á n
1567	Atsi	span (finger)	Atsi	343	thó	thó			341	t h ó
1568	Maru	span (finger)	Maru	343	thù	thù			341	t h ù
1569	Proto-Burmish	span (finger)	PB	343	thwa¹ᵇ	thwa¹ᵇ			341	t h w a ¹ᵇ
1570	Rangoon	span (finger)	Spoken Burmese	343	thwá	thwá			341	t h w á
1571	Atsi	sparrow	Atsi	344	côkhyaŋ	côkhyaŋ	PB: C		342	c ô + k h ya ŋ
1572	Proto-Burmish	sparrow	PB	344	tla¹ᵃ	tla¹ᵃ	PB: C		342	t l a ¹ᵃ
1573	Rangoon	sparrow	Spoken Burmese	344	sá	sá	PB: C		342	s á
1574	Atsi	spear	Atsi	345	lʔám	lʔám			343	l ʔ á m
1575	Maru	spear	Maru	345	lʔìntʔat	lʔìntʔat			343	l ʔ ì n t + ʔ a t
1576	Proto-Burmish	spear	PB	345	lʔam¹ᵇ	lʔam¹ᵇ			343	l ʔ a m ¹ᵇ
1577	Rangoon	spear	Spoken Burmese	345	hlán	hlán			343	h l á n
1578	Akha	spirit	Akha	346	nɛ̀ʔ	nɛ̀ʔ	PB: Bu; PL: Ak		344	n ɛ̀ ʔ
1579	Proto-Burmish	spirit	PB	346	nat	nat	PB: Bu; PL: Ak		344	n a t
1580	Proto-Lolo	spirit	PL	346	neʔ¹	neʔ¹	PB: Bu; PL: Ak		344	n e ʔ ¹
1581	Proto-Lolo-Burmese	spirit	PLB	346	nat¹	nat¹	PB: Bu; PL: Ak		344	n a t ¹
1582	Rangoon	spirit	Spoken Burmese	346	naʔ	naʔ	PB: Bu; PL: Ak		344	n a ʔ
1583	Atsi	split-1	Atsi	347	khoʔ	khoʔ	PB: Bu; PL: Ak		345	k h o ʔ
1584	Maru	split-1	Maru	347	khóʔ	khóʔ	PB: Bu; PL: Ak		345	k h ó ʔ
1585	Proto-Burmish	split-1	PB	347	khaʔ	khaʔ	PB: Bu; PL: Ak		345	k h a ʔ
1586	Lisu	split-2	Lisu	348	khə̀	khə̀	PB: Bu; PL: Li		346	k h ə̀
1587	Proto-Burmish	split-2	PB	348	khwe²	khwe²	PB: Bu; PL: Li		346	k h w e ²
1588	Proto-Lolo	split-2	PL	348	k̯hə²	k̯hə²	PB: Bu; PL: Li		346	k̯ h ə ²
1589	Proto-Lolo-Burmese	split-2	PLB	348	khwe²	khwe²	PB: Bu; PL: Li		346	k h w e ²
1590	Rangoon	split-2	Spoken Burmese	348	khwê	khwê	PB: Bu; PL: Li		346	k h w ê
1591	Lisu	squeeze	Lisu	349	chǔ̸	chǔ̸			347	c h ǔ̸
1592	Proto-Lolo	squeeze	PL	349	chuʔ²	chuʔ²			347	c h u ʔ ²
1593	Atsi	stab	Atsi	350	tháu	tháu			348	t h áu
1594	Maru	stab	Maru	350	thúk	thúk			348	t h ú k
1595	Proto-Burmish	stab	PB	350	tho²	tho²			348	t h o ²
1596	Rangoon	stab	Spoken Burmese	350	thôu	thôu			348	t h ô u
1597	Akha	stand (intrans.)	Akha	351	gɔ̀yɔ̀ʔyɔ̀ʔ	gɔ̀yɔ̀ʔyɔ̀ʔ	PL: Ak		349	g ɔ̀yɔ̀ + ʔ yɔ̀ ʔ
1598	Atsi	stand (intrans.)	Atsi	351	yap	yap	PL: Ak		349	ya p
1599	Maru	stand (intrans.)	Maru	351	yèʔ	yèʔ	PL: Ak		349	y è ʔ
1600	Proto-Burmish	stand (intrans.)	PB	351	yap	yap	PL: Ak		349	ya p
1601	Proto-Lolo	stand (intrans.)	PL	351	yap¹	yap¹	PL: Ak		349	ya p ¹
1602	Proto-Lolo-Burmese	stand (intrans.)	PLB	351	yap¹	yap¹	PL: Ak		349	ya p ¹
1603	Rangoon	stand (intrans.)	Spoken Burmese	351	yaʔ	yaʔ	PL: Ak		349	ya ʔ
1604	Maru	stand (trans.-1)	Maru	352	tʔóyèʔ	tʔóyèʔ			350	t ʔ ó y è ʔ
1605	Proto-Burmish	stand (trans.-1)	PB	352	tʔa³	tʔa³			350	t ʔ a ³
1606	Rangoon	stand (trans.-1)	Spoken Burmese	352	thà	thà			350	t h à
1607	Akha	stand (trans.-2)	Akha	353	tú	tú	Akha is intransitive		351	t ú
1608	Lisu	stand (trans.-2)	Lisu	353	tû	tû	Akha is intransitive		351	t û
1609	Proto-Lolo	stand (trans.-2)	PL	353	tu¹	tu¹	Akha is intransitive		351	t u ¹
1610	Akha	steal (sneak)	Akha	354	xø̀	xø̀			352	x ø̀
1611	Atsi	steal (sneak)	Atsi	354	kháu	kháu			352	k h áu
1612	Lisu	steal (sneak)	Lisu	354	khù	khù			352	k h ù
1613	Maru	steal (sneak)	Maru	354	khúk	khúk			352	k h ú k
1614	Proto-Burmish	steal (sneak)	PB	354	kho²	kho²			352	k h o ²
1615	Proto-Lolo	steal (sneak)	PL	354	kho²	kho²			352	k h o ²
1616	Proto-Lolo-Burmese	steal (sneak)	PLB	354	kho²	kho²			352	k h o ²
1617	Rangoon	steal (sneak)	Spoken Burmese	354	khôu	khôu			352	k h ô u
1618	Akha	stick (cf. tree-3)	Akha	355	dákɔ̀	dákɔ̀			353	d á + k ɔ̀
1619	Lisu	stick (cf. tree-3)	Lisu	355	sǐdā	sǐdā			353	s ǐ + d ā
1620	Proto-Lolo	stick (cf. tree-3)	PL	355	da¹	da¹			353	d a ¹
1621	Atsi	stomach (belly)	Atsi	356	vàm	vàm			354	v à m
1622	Maru	stomach (belly)	Maru	356	wīntùʔ	wīntùʔ			354	w ī n + t ù ʔ
1623	Proto-Burmish	stomach (belly)	PB	356	wam²	wam²			354	w a m ²
1624	Rangoon	stomach (belly)	Spoken Burmese	356	wûn	wûn			354	w û n
1625	Maru	stone	Maru	357	lòktsàŋ	lòktsàŋ	PB: C		355	l ò k + t s à ŋ
1626	Proto-Burmish	stone	PB	357	klok	klok	PB: C		355	k l o k
1627	Rangoon	stone	Spoken Burmese	357	cauʔ	cauʔ	PB: C		355	c au ʔ
1628	Maru	stop up	Maru	358	tshúk	tshúk			356	t s + h ú k
1629	Proto-Burmish	stop up	PB	358	tsho³	tsho³			356	t s + h o ³
1630	Rangoon	stop up	Spoken Burmese	358	shòu	shòu			356	s h ò u
1631	Atsi	straight	Atsi	359	tīŋtīŋ	tīŋtīŋ			357	t ī ŋ + t ī ŋ
1632	Proto-Burmish	straight	PB	359	tiŋ³	tiŋ³			357	t i ŋ ³
1633	Rangoon	straight	Spoken Burmese	359	tè	tè			357	t è
1634	Atsi	strength	Atsi	360	vùm	vùm			358	v ù m
1635	Maru	strength	Maru	360	γàm	γàm			358	 + γ à m
1636	Proto-Burmish	strength	PB	360	γum²ᶜ	γum²ᶜ			358	 + γ u m ²ᶜ
1637	Rangoon	strength	Spoken Burmese	360	yôun	yôun			358	y ô u n
1638	Atsi	stump (of tree)	Atsi	361	ŋut	ŋut			359	ŋ u t
1639	Proto-Burmish	stump (of tree)	PB	361	ŋut	ŋut			359	ŋ u t
1640	Rangoon	stump (of tree)	Spoken Burmese	361	ŋouʔ	ŋouʔ			359	ŋ ou ʔ
1641	Atsi	succeed	Atsi	362	ûŋ	ûŋ			360	û ŋ
1642	Maru	succeed	Maru	362	òŋ	òŋ			360	ò ŋ
1643	Proto-Burmish	succeed	PB	362	oŋ¹ᵃ	oŋ¹ᵃ			360	o ŋ ¹ᵃ
1644	Rangoon	succeed	Spoken Burmese	362	áun	áun			360	áu n
1645	Atsi	suckle-1	Atsi	363	suʔcʔup	suʔcʔup	Burmese: I		361	s u ʔ c + ʔ u p
1646	Maru	suckle-1	Maru	363	cʔap	cʔap	Burmese: I		361	c ʔ a p
1647	Proto-Burmish	suckle-1	PB	363	cʔup	cʔup	Burmese: I		361	c ʔ u p
1648	Rangoon	suckle-1	Spoken Burmese	363	souʔ	souʔ	Burmese: I		361	s ou ʔ
1649	Akha	suckle-2	Akha	364	cùʔ	cùʔ			362	c ù ʔ
1650	Lisu	suckle-2	Lisu	364	chu̸ʔ	chu̸ʔ			362	c h u̸ ʔ
1651	Proto-Lolo	suckle-2	PL	364	chuʔ¹	chuʔ¹			362	c h u ʔ ¹
1652	Atsi	sugar (cf. sweet)	Atsi	365	tshòchùi	tshòchùi	PB: At; PL: Li	Atsi: Burling has tshɔ̀chùi which must be a typo for tshòchùi since there is no ɔ in Atsi	363	t s + h ò + c h ù i
1653	Lisu	sugar (cf. sweet)	Lisu	365	tshàchū̸	tshàchū̸	PB: At; PL: Li	Atsi: Burling has tshɔ̀chùi which must be a typo for tshòchùi since there is no ɔ in Atsi	363	t s + h à + c h ū̸
1654	Proto-Burmish	sugar (cf. sweet)	PB	365	tsha²	tsha²	PB: At; PL: Li	Atsi: Burling has tshɔ̀chùi which must be a typo for tshòchùi since there is no ɔ in Atsi	363	t s + h a ²
1655	Proto-Lolo	sugar (cf. sweet)	PL	365	tsha²	tsha²	PB: At; PL: Li	Atsi: Burling has tshɔ̀chùi which must be a typo for tshòchùi since there is no ɔ in Atsi	363	t s + h a ²
1656	Proto-Lolo-Burmese	sugar (cf. sweet)	PLB	365	tsha²	tsha²	PB: At; PL: Li	Atsi: Burling has tshɔ̀chùi which must be a typo for tshòchùi since there is no ɔ in Atsi	363	t s + h a ²
1657	Maru	sugar cane	Maru	366	lōŋpàŋ	lōŋpàŋ	PB: CB		364	l ō ŋ + p à ŋ
1658	Proto-Burmish	sugar cane	PB	366	klV¹ᵃ	klV¹ᵃ	PB: CB		364	k l V ¹ᵃ
1659	Rangoon	sugar cane	Spoken Burmese	366	cán	cán	PB: CB		364	c á n
1660	Atsi	sun	Atsi	367	pûi	pûi			365	p û i
1661	Maru	sun	Maru	367	pà	pà			365	p à
1662	Proto-Burmish	sun	PB	367	pwei¹ᵃ	pwei¹ᵃ			365	p w ei ¹ᵃ
1663	Atsi	support	Atsi	368	thuʔ	thuʔ	Li: I		366	t h u ʔ
1664	Lisu	support	Lisu	368	tɔ́ʔ	tɔ́ʔ	Li: I		366	t ɔ́ ʔ
1665	Maru	support	Maru	368	thók	thók	Li: I		366	t h ó k
1666	Proto-Burmish	support	PB	368	thok	thok	Li: I		366	t h o k
1667	Rangoon	support	Spoken Burmese	368	thauʔ	thauʔ	Li: I		366	t h au ʔ
1668	Atsi	swallow (verb)	Atsi	369	myũi	myũi	Maru: T		367	m yũi
1669	Maru	swallow (verb)	Maru	369	myúk	myúk	Maru: T		367	m yú k
1670	Proto-Burmish	swallow (verb)	PB	369	myo¹ᵃ	myo¹ᵃ	Maru: T		367	m yo ¹ᵃ
1671	Rangoon	swallow (verb)	Spoken Burmese	369	myóu	myóu	Maru: T		367	m y ó u
1672	Akha	sweet	Akha	370	cǿ	cǿ	Atsi: F		368	c ǿ
1673	Atsi	sweet	Atsi	370	chúi	chúi	Atsi: F		368	c h úi
1674	Lisu	sweet	Lisu	370	chū̸	chū̸	Atsi: F		368	c h ū̸
1675	Maru	sweet	Maru	370	chùk	chùk	Atsi: F		368	c h ù k
1676	Proto-Burmish	sweet	PB	370	cho¹ᵇ	cho¹ᵇ	Atsi: F		368	c h o ¹ᵇ
1677	Proto-Lolo	sweet	PL	370	cho¹	cho¹	Atsi: F		368	c h o ¹
1678	Proto-Lolo-Burmese	sweet	PLB	370	cho¹ᵇ	cho¹ᵇ	Atsi: F		368	c h o ¹ᵇ
1679	Rangoon	sweet	Spoken Burmese	370	chóu	chóu	Atsi: F		368	c h ó u
1680	Atsi	swell up	Atsi	371	vám	vám	BSB:FT		369	v á m
1681	Maru	swell up	Maru	371	γín	γín	BSB:FT		369	 + γ í n
1682	Proto-Burmish	swell up	PB	371	γam²	γam²	BSB:FT		369	 + γ a m ²
1683	Rangoon	swell up	Spoken Burmese	371	yáun	yáun	BSB:FT		369	yáu n
1684	Atsi	tail-1	Atsi	372	šòmyì	šòmyì			370	š ò + m y ì
1685	Maru	tail-1	Maru	372	šămī	šămī			370	š ă + m ī
1686	Proto-Burmish	tail-1	PB	372	mi²	mi²			370	m i ²
1687	Rangoon	tail-1	Spoken Burmese	372	ămî	ămî			370	ă + m î
1688	Akha	tail-2	Akha	373	dɔ̀mì	dɔ̀mì			371	d ɔ̀ + m ì
1689	Lisu	tail-2	Lisu	373	mə́	mə́			371	m ə́
1690	Proto-Lolo	tail-2	PL	373	mʔi²	mʔi²			371	m ʔ i ²
1691	Akha	take	Akha	374	yú	yú			372	yú
1692	Atsi	take	Atsi	374	yû	yû			372	y û
1693	Lisu	take	Lisu	374	řū	řū			372	ř ū
1694	Maru	take	Maru	374	yù	yù			372	y ù
1695	Proto-Burmish	take	PB	374	yu¹ᵃ	yu¹ᵃ			372	yu ¹ᵃ
1696	Proto-Lolo	take	PL	374	yu¹	yu¹			372	yu ¹
1697	Proto-Lolo-Burmese	take	PLB	374	yu¹ᵃ	yu¹ᵃ			372	yu ¹ᵃ
1698	Rangoon	take	Spoken Burmese	374	yú	yú			372	yú
1699	Atsi	tea (leaf)	Atsi	375	lăphoʔ	lăphoʔ			373	l ă + p h o ʔ
1700	Proto-Burmish	tea (leaf)	PB	375	phaʔ	phaʔ			373	p h a ʔ
1701	Rangoon	tea (leaf)	Spoken Burmese	375	leʔpheʔ	leʔpheʔ			373	l e ʔ + p h e ʔ
1702	Akha	teach	Akha	376	mɛ̀	mɛ̀	Akha: F		374	m ɛ̀
1703	Lisu	teach	Lisu	376	má	má	Akha: F		374	m á
1704	Proto-Lolo	teach	PL	376	mʔa²	mʔa²	Akha: F		374	m ʔ a ²
1705	Atsi	tear (verb)	Atsi	377	cheʔ	cheʔ	Atsi: F		375	c h e ʔ
1706	Maru	tear (verb)	Maru	377	láchát	láchát	Atsi: F		375	l á + c h á t
1707	Proto-Burmish	tear (verb)	PB	377	thlutC	thlutC	Atsi: F		375	t h l u t C
1708	Rangoon	tear (verb)	Spoken Burmese	377	shouʔ	shouʔ	Atsi: F		375	s h ou ʔ
1709	Akha	ten	Akha	378	tsé	tsé		Akha tśe is presumably a typo for tsé; corrected here	376	t s é
1710	Atsi	ten	Atsi	378	tshé	tshé		Akha tśe is presumably a typo for tsé; corrected here	376	t s + h é
1711	Lisu	ten	Lisu	378	tshi	tshi		Akha tśe is presumably a typo for tsé; corrected here	376	t s + h i
1712	Maru	ten	Maru	378	tshè	tshè		Akha tśe is presumably a typo for tsé; corrected here	376	t s + h è
1713	Proto-Burmish	ten	PB	378	tshe¹ᵇ	tshe¹ᵇ		Akha tśe is presumably a typo for tsé; corrected here	376	t s + h e ¹ᵇ
1714	Proto-Lolo	ten	PL	378	tshe¹	tshe¹		Akha tśe is presumably a typo for tsé; corrected here	376	t s + h e ¹
1715	Proto-Lolo-Burmese	ten	PLB	378	tshe¹ᵇ	tshe¹ᵇ		Akha tśe is presumably a typo for tsé; corrected here	376	t s + h e ¹ᵇ
1716	Rangoon	ten	Spoken Burmese	378	shé	shé		Akha tśe is presumably a typo for tsé; corrected here	376	s h é
